ID	Len	GC	Group
RF00593_AACN010009543.1	94	0.596	RF00593
RF00593_AADA01294197.1	95	0.547	RF00593
RF00593_AADN02062084.1	93	0.538	RF00593
RF00593_AAFR03059474.1	93	0.527	RF00593
RF00593_AAGU02260298.1	95	0.568	RF00593
RF00593_AAIY01493238.1	94	0.617	RF00593
RF00593_AAKN02031265.1	94	0.596	RF00593
RF00593_AALT01177781.1	94	0.628	RF00593
RF00593_AANH01011296.1	94	0.521	RF00593
RF00593_AANU01294177.1	95	0.558	RF00593
RF00593_AAPN01198523.1	93	0.602	RF00593
RF00593_AAPY01557070.1	94	0.585	RF00593
RF00593_AAQR01483896.1	93	0.570	RF00593
RF00593_AAWR02025061.1	94	0.596	RF00593
RF00593_AAWZ01020173.1	94	0.489	RF00593
RF00593_AAYZ01369362.1	93	0.613	RF00593
RF00593_AF227523.1	94	0.553	RF00593
RF00593_AJ238851.1	94	0.585	RF00593
RF00593_AJ238851.1:2	94	0.585	RF00593
RF00593_AL022326.1	93	0.591	RF00593
RF00593_BAAF04045344.1	94	0.521	RF00593
