ID	Len	GC	Group
RF00494_AADN02005524.1	80	0.412	RF00494
RF00494_AAEX02029000.1	80	0.412	RF00494
RF00494_AAFC03026370.1	80	0.438	RF00494
RF00494_AAFR03025138.1	83	0.386	RF00494
RF00494_AAGU02415528.1	80	0.412	RF00494
RF00494_AAGW01507548.1	81	0.395	RF00494
RF00494_AAHX01002682.1	80	0.438	RF00494
RF00494_AAHY01076206.1	76	0.447	RF00494
RF00494_AAIY01511656.1	80	0.438	RF00494
RF00494_AAKN02037651.1	80	0.412	RF00494
RF00494_AALT01064673.1	80	0.425	RF00494
RF00494_AANG01702163.1	80	0.350	RF00494
RF00494_AANN01460207.1	77	0.390	RF00494
RF00494_AANU01145590.1	80	0.350	RF00494
RF00494_AAPE01130671.1	80	0.375	RF00494
RF00494_AAPN01307029.1	80	0.438	RF00494
RF00494_AAPY01140828.1	79	0.443	RF00494
RF00494_AAQR01447726.1	80	0.350	RF00494
RF00494_AAVX01218124.1	83	0.398	RF00494
RF00494_AAYZ01117356.1	81	0.432	RF00494
RF00494_AB215689.1	76	0.395	RF00494
RF00494_ABDC01012712.1	80	0.425	RF00494
RF00494_AC069285.8	80	0.388	RF00494
RF00494_AC093872.3	80	0.375	RF00494
RF00494_AC149132.1	80	0.425	RF00494
RF00494_AF339756.1	85	0.376	RF00494
RF00494_AL732366.7	80	0.438	RF00494
RF00494_AY679122.1	82	0.402	RF00494
