ID	Len	GC	Group
RF00989_AADA01319369.1	116	0.534	RF00989
RF00989_AADB02015429.1	116	0.526	RF00989
RF00989_AAGV020823453.1	115	0.426	RF00989
RF00989_AAGW01537790.1	108	0.556	RF00989
RF00989_AAIY01817548.1	116	0.612	RF00989
RF00989_AANG01593139.1	116	0.500	RF00989
RF00989_AANU01270091.1	116	0.517	RF00989
RF00989_AAPE01406844.1	115	0.478	RF00989
RF00989_AAWR02017948.1	116	0.534	RF00989
RF00989_AAYZ01143552.1	116	0.509	RF00989
RF00989_AB050955.1	116	0.388	RF00989
RF00989_BC085304.1	116	0.474	RF00989
RF00989_BC088424.1	116	0.526	RF00989
RF00989_BC116088.1	116	0.543	RF00989
RF00989_DQ289548.1	116	0.534	RF00989
RF00989_X82579.1	116	0.491	RF00989
