ID	Len	GC	Group
RF00731_AADN02010688.1	65	0.369	RF00731
RF00731_AAFR03036553.1	72	0.361	RF00731
RF00731_AAGU02298634.1	64	0.391	RF00731
RF00731_AAGW01188689.1	64	0.359	RF00731
RF00731_AAGW01269088.1	65	0.415	RF00731
RF00731_AANH01000396.1	64	0.359	RF00731
RF00731_AANN01428292.1	64	0.375	RF00731
RF00731_AAPN01114009.1	66	0.470	RF00731
RF00731_AAVX01187381.1	65	0.369	RF00731
RF00731_AAWR02022821.1	65	0.415	RF00731
RF00731_AAWZ01036341.1	65	0.415	RF00731
RF00731_AF402776.1	65	0.400	RF00731
RF00731_AY096003.1	65	0.431	RF00731
RF00731_BAAF04006741.1	64	0.359	RF00731
RF00731_CAAB01005608.1	63	0.429	RF00731
RF00731_CAAE01014581.1	64	0.500	RF00731
RF00731_CU571081.7	64	0.391	RF00731
