ID	Len	GC	Group
RF01758_AACY020757453.1	220	0.609	RF01758
RF01758_AACY021754131.1	285	0.558	RF01758
RF01758_AACY024054340.1	220	0.591	RF01758
RF01758_AE004091.2	214	0.593	RF01758
RF01758_AE015451.1	218	0.573	RF01758
RF01758_AE016853.1	218	0.569	RF01758
RF01758_CP000058.1	218	0.569	RF01758
RF01758_CP000075.1	218	0.564	RF01758
RF01758_CP000076.1	220	0.573	RF01758
RF01758_CP000094.1	217	0.562	RF01758
RF01758_CP000304.1	224	0.558	RF01758
RF01758_CP000438.1	214	0.593	RF01758
RF01758_CP000680.1	221	0.588	RF01758
RF01758_CP000712.1	218	0.578	RF01758
RF01758_CP000744.1	214	0.593	RF01758
RF01758_CP000926.1	218	0.573	RF01758
RF01758_CP000949.1	218	0.587	RF01758
RF01758_CP001157.1	214	0.584	RF01758
RF01758_CT573326.1	217	0.604	RF01758
RF01758_FM209186.1	214	0.593	RF01758
