ID	Len	GC	Group
RF00024_AC121792.3	397	0.668	RF00024
RF00024_AF147806.2	446	0.726	RF00024
RF00024_AF221906.1	450	0.664	RF00024
RF00024_AF221908.1	449	0.586	RF00024
RF00024_AF221909.1	399	0.622	RF00024
RF00024_AF221910.1	443	0.578	RF00024
RF00024_AF221911.1	410	0.724	RF00024
RF00024_AF221912.1	467	0.666	RF00024
RF00024_AF221913.1	412	0.490	RF00024
RF00024_AF221914.1	478	0.603	RF00024
RF00024_AF221915.1	548	0.633	RF00024
RF00024_AF221916.1	388	0.608	RF00024
RF00024_AF221917.1	444	0.658	RF00024
RF00024_AF221918.1	451	0.685	RF00024
RF00024_AF221919.1	508	0.732	RF00024
RF00024_AF221920.1	443	0.655	RF00024
RF00024_AF221921.1	451	0.663	RF00024
RF00024_AF221923.1	449	0.637	RF00024
RF00024_AF221924.1	434	0.719	RF00024
RF00024_AF221925.1	443	0.702	RF00024
RF00024_AF221926.1	405	0.568	RF00024
RF00024_AF221927.1	444	0.604	RF00024
RF00024_AF221928.1	382	0.654	RF00024
RF00024_AF221929.1	426	0.664	RF00024
RF00024_AF221930.1	453	0.680	RF00024
RF00024_AF221931.1	443	0.664	RF00024
RF00024_AF221932.1	448	0.672	RF00024
RF00024_AF221933.1	559	0.646	RF00024
RF00024_AF221934.1	445	0.598	RF00024
RF00024_AF221935.1	491	0.593	RF00024
RF00024_AF221936.1	443	0.655	RF00024
RF00024_AF221937.1	447	0.662	RF00024
RF00024_AF221939.1	446	0.655	RF00024
RF00024_AF221940.1	397	0.592	RF00024
RF00024_AY058901.1	397	0.652	RF00024
RF00024_AY312571.1	465	0.768	RF00024
RF00024_U85256.1	451	0.674	RF00024
