ID	Len	GC	Group
RF00374_AF019230.1	101	0.644	RF00374
RF00374_AF033811.1	101	0.604	RF00374
RF00374_AF169256.1	100	0.540	RF00374
RF00374_AF411814.1	101	0.634	RF00374
RF00374_AF462057.1	101	0.614	RF00374
RF00374_AJ583798.1	101	0.624	RF00374
RF00374_J02266.1	101	0.584	RF00374
RF00374_K02712.2	100	0.530	RF00374
RF00374_K02729.1	101	0.634	RF00374
RF00374_K03363.1	100	0.560	RF00374
RF00374_M12275.1	102	0.598	RF00374
RF00374_M26526.1	101	0.614	RF00374
RF00374_M64095.1	100	0.520	RF00374
RF00374_M93134.1	101	0.614	RF00374
RF00374_M96854.1	101	0.594	RF00374
RF00374_S80082.1	100	0.570	RF00374
RF00374_U00220.1	101	0.584	RF00374
RF00374_U13766.1	100	0.530	RF00374
RF00374_U94692.1	101	0.624	RF00374
RF00374_V01185.1	101	0.584	RF00374
RF00374_X01616.1	101	0.545	RF00374
RF00374_X14576.1	100	0.550	RF00374
RF00374_Z11128.1	101	0.604	RF00374
