ID	Len	GC	Group
RF00530_AADE01000239.1	75	0.320	RF00530
RF00530_AAEU02000272.1	70	0.371	RF00530
RF00530_AAFS01000334.1	72	0.347	RF00530
RF00530_AAGH01010549.1	74	0.338	RF00530
RF00530_AAIZ01001189.1	76	0.329	RF00530
RF00530_AANI01016231.1	77	0.286	RF00530
RF00530_AAPP01015693.1	75	0.307	RF00530
RF00530_AAPQ01007039.1	75	0.307	RF00530
RF00530_AAQB01006396.1	80	0.300	RF00530
RF00530_AASR01036123.1	75	0.360	RF00530
RF00530_AC002443.1	75	0.373	RF00530
RF00530_AC093047.1	75	0.373	RF00530
RF00530_AY069135.1	75	0.333	RF00530
