ID	Len	GC	Group
RF01045_AACZ02151782.1	91	0.363	RF01045
RF01045_AAEX02019639.1	91	0.396	RF01045
RF01045_AAFC03005951.1	92	0.446	RF01045
RF01045_AAGU02117600.1	91	0.385	RF01045
RF01045_AAGV020377152.1	92	0.380	RF01045
RF01045_AAGW01206554.1	91	0.462	RF01045
RF01045_AAHX01113444.1	105	0.438	RF01045
RF01045_AAHY01103470.1	91	0.407	RF01045
RF01045_AAIY01079206.1	98	0.388	RF01045
RF01045_AAKN02051949.1	91	0.363	RF01045
RF01045_AALT01428581.1	90	0.367	RF01045
RF01045_AANG01731304.1	91	0.440	RF01045
RF01045_AANN01547993.1	103	0.340	RF01045
RF01045_AANU01242105.1	93	0.387	RF01045
RF01045_AAPE01165085.1	87	0.333	RF01045
RF01045_AAPY01824234.1	104	0.442	RF01045
RF01045_AAQQ01373685.1	94	0.394	RF01045
RF01045_AAQR01724163.1	105	0.400	RF01045
RF01045_AAWR02025360.1	90	0.500	RF01045
RF01045_AAYZ01265095.1	104	0.452	RF01045
RF01045_ABDC01231707.1	100	0.420	RF01045
RF01045_AC148207.4	104	0.356	RF01045
RF01045_AC159930.3	104	0.337	RF01045
RF01045_AC197607.1	98	0.418	RF01045
RF01045_AL139239.18	93	0.462	RF01045
RF01045_CR974431.11	105	0.562	RF01045
