ID	Len	GC	Group
RF01894_AABR04000330.1	404	0.428	RF01894
RF01894_AAFR03054099.1	408	0.390	RF01894
RF01894_AAGU02022926.1	409	0.416	RF01894
RF01894_AAGW01101425.1	407	0.415	RF01894
RF01894_AAIY01356133.1	407	0.442	RF01894
RF01894_AAKN02026226.1	407	0.420	RF01894
RF01894_AANN01773566.1	411	0.375	RF01894
RF01894_AAPN01319828.1	410	0.388	RF01894
RF01894_AAPY01551684.1	409	0.418	RF01894
RF01894_AAQR01011649.1	407	0.400	RF01894
RF01894_AAYZ01083938.1	414	0.428	RF01894
RF01894_ABRN01403962.1	410	0.410	RF01894
RF01894_ABRO01173124.1	395	0.456	RF01894
RF01894_ABRP01067478.1	411	0.389	RF01894
RF01894_ABRQ01181306.1	409	0.401	RF01894
RF01894_ABRR01126459.1	410	0.400	RF01894
RF01894_ABRT010205933.1	408	0.404	RF01894
RF01894_ABVD01093143.1	411	0.416	RF01894
RF01894_AC126674.3	407	0.447	RF01894
RF01894_ACBE01399883.1	409	0.401	RF01894
RF01894_AL390239.16	409	0.386	RF01894
RF01894_AY894120.1	409	0.386	RF01894
