ID	Len	GC	Group
RF01290_AACZ02168312.1	142	0.599	RF01290
RF01290_AAFC03127912.1	141	0.532	RF01290
RF01290_AAFR03049834.1	137	0.540	RF01290
RF01290_AAGU02416163.1	138	0.543	RF01290
RF01290_AAHX01064586.1	142	0.528	RF01290
RF01290_AAIY01730976.1	141	0.525	RF01290
RF01290_AALT01663743.1	141	0.511	RF01290
RF01290_AANG01159366.1	145	0.600	RF01290
RF01290_AANH01007266.1	139	0.453	RF01290
RF01290_AANU01204612.1	143	0.587	RF01290
RF01290_AAPE01106428.1	139	0.540	RF01290
RF01290_AAQQ01303584.1	143	0.545	RF01290
RF01290_AAQR01287863.1	139	0.554	RF01290
RF01290_AAWR02013397.1	141	0.567	RF01290
RF01290_AAYZ01465370.1	140	0.557	RF01290
RF01290_AB011595.1	144	0.514	RF01290
RF01290_ABDC01224936.1	142	0.570	RF01290
RF01290_AF084536.1	141	0.511	RF01290
RF01290_BAAF04088825.1	139	0.525	RF01290
RF01290_CAAB01000793.1	141	0.489	RF01290
RF01290_CAAE01009839.1	141	0.482	RF01290
RF01290_CR848032.12	139	0.446	RF01290
