ID	Len	GC	Group
RF01294_AACN010210013.1	265	0.581	RF01294
RF01294_AAFC03061782.1	245	0.661	RF01294
RF01294_AAFR03037717.1	281	0.601	RF01294
RF01294_AAGU02205557.1	257	0.576	RF01294
RF01294_AAGV020207083.1	268	0.578	RF01294
RF01294_AAHX01032846.1	261	0.586	RF01294
RF01294_AAKN02051612.1	266	0.609	RF01294
RF01294_AANG01081019.1	262	0.576	RF01294
RF01294_AANN01670580.1	261	0.575	RF01294
RF01294_AAPE01051601.1	251	0.546	RF01294
RF01294_AAQQ01201252.1	265	0.566	RF01294
RF01294_AAQR01582722.1	254	0.563	RF01294
RF01294_AAWR02029201.1	264	0.564	RF01294
RF01294_ABDC01214908.1	268	0.601	RF01294
RF01294_AC002397.1	271	0.565	RF01294
RF01294_U47924.1	270	0.578	RF01294
