ID	Len	GC	Group
RF01849_AAAP01002233.1	346	0.616	RF01849
RF01849_AAAP01003788.1	322	0.621	RF01849
RF01849_AABW01000001.1	509	0.411	RF01849
RF01849_AACY020211829.1	295	0.461	RF01849
RF01849_AACY023257757.1	299	0.428	RF01849
RF01849_AADG05013604.1	311	0.447	RF01849
RF01849_AAFX01005130.1	355	0.589	RF01849
RF01849_AAFX01020036.1	352	0.605	RF01849
RF01849_AAFX01039956.1	350	0.574	RF01849
RF01849_AAFZ01006233.1	353	0.541	RF01849
RF01849_AAFZ01019330.1	354	0.582	RF01849
RF01849_AAFZ01020819.1	359	0.557	RF01849
RF01849_AALV01000002.1	347	0.522	RF01849
RF01849_AALY01000002.1	350	0.580	RF01849
RF01849_AALZ01000003.1	347	0.522	RF01849
RF01849_AAMO01000004.1	352	0.582	RF01849
RF01849_AAMS01000009.1	350	0.534	RF01849
RF01849_AAMT01000004.1	350	0.569	RF01849
RF01849_AAMU01000002.1	369	0.583	RF01849
RF01849_AAMV01000001.1	353	0.564	RF01849
RF01849_AAMW01000003.1	343	0.539	RF01849
RF01849_AAMY01000004.1	358	0.567	RF01849
RF01849_AANB01000015.1	351	0.527	RF01849
RF01849_AAOT01000013.1	351	0.590	RF01849
RF01849_AAPJ01000003.1	371	0.601	RF01849
RF01849_AAPV01000001.1	301	0.445	RF01849
RF01849_AATP01000005.1	371	0.571	RF01849
RF01849_AATQ01000080.1	352	0.562	RF01849
RF01849_AATR01000001.1	348	0.480	RF01849
RF01849_AAUW01000011.1	370	0.546	RF01849
RF01849_AAXZ01000005.1	352	0.534	RF01849
RF01849_AAYA01000018.1	349	0.562	RF01849
RF01849_AAYB01000003.1	349	0.527	RF01849
RF01849_AAYC01000002.1	353	0.550	RF01849
RF01849_ABCG01000005.1	345	0.551	RF01849
RF01849_ABCL01000004.1	352	0.568	RF01849
RF01849_ABCR01000005.1	347	0.582	RF01849
RF01849_ABEF01049701.1	293	0.413	RF01849
RF01849_AE005673.1	365	0.581	RF01849
RF01849_AE006914.1	509	0.413	RF01849
RF01849_AE007869.2	371	0.563	RF01849
RF01849_AE008692.1	349	0.521	RF01849
RF01849_AE008917.1	367	0.553	RF01849
RF01849_AE017196.1	340	0.385	RF01849
RF01849_AE017197.1	549	0.361	RF01849
RF01849_AE017321.1	336	0.390	RF01849
RF01849_AJ235273.1	529	0.363	RF01849
RF01849_AL591688.1	359	0.560	RF01849
RF01849_AM040264.1	367	0.556	RF01849
RF01849_AM236080.1	363	0.548	RF01849
RF01849_AM494475.1	370	0.359	RF01849
RF01849_AP007255.1	322	0.624	RF01849
RF01849_BA000012.4	361	0.543	RF01849
RF01849_BX572604.1	369	0.580	RF01849
RF01849_BX897699.1	356	0.449	RF01849
RF01849_BX897700.1	353	0.445	RF01849
RF01849_CP000009.1	325	0.575	RF01849
RF01849_CP000030.1	332	0.497	RF01849
RF01849_CP000031.1	349	0.582	RF01849
RF01849_CP000053.1	592	0.414	RF01849
RF01849_CP000084.1	301	0.445	RF01849
RF01849_CP000087.1	521	0.422	RF01849
RF01849_CP000107.1	336	0.393	RF01849
RF01849_CP000115.1	359	0.588	RF01849
RF01849_CP000133.1	363	0.543	RF01849
RF01849_CP000157.1	346	0.540	RF01849
RF01849_CP000158.1	354	0.588	RF01849
RF01849_CP000230.1	335	0.615	RF01849
RF01849_CP000235.1	329	0.489	RF01849
RF01849_CP000236.1	334	0.362	RF01849
RF01849_CP000237.1	317	0.464	RF01849
RF01849_CP000248.1	367	0.578	RF01849
RF01849_CP000250.1	369	0.585	RF01849
RF01849_CP000264.1	357	0.577	RF01849
RF01849_CP000283.1	358	0.567	RF01849
RF01849_CP000301.1	356	0.587	RF01849
RF01849_CP000301.1:2	354	0.605	RF01849
RF01849_CP000319.1	375	0.568	RF01849
RF01849_CP000356.1	357	0.569	RF01849
RF01849_CP000362.1	349	0.544	RF01849
RF01849_CP000377.1	376	0.556	RF01849
RF01849_CP000390.1	370	0.586	RF01849
RF01849_CP000394.1	314	0.573	RF01849
RF01849_CP000449.1	358	0.601	RF01849
RF01849_CP000463.1	365	0.584	RF01849
RF01849_CP000490.1	354	0.607	RF01849
RF01849_CP000494.1	368	0.584	RF01849
RF01849_CP000524.1	355	0.462	RF01849
RF01849_CP000577.1	355	0.617	RF01849
RF01849_CP000661.1	349	0.573	RF01849
RF01849_CP000683.1	506	0.419	RF01849
RF01849_CP000697.1	343	0.621	RF01849
RF01849_CP000699.1	343	0.598	RF01849
RF01849_CP000708.1	367	0.556	RF01849
RF01849_CP000738.1	362	0.555	RF01849
RF01849_CP000758.1	368	0.533	RF01849
RF01849_CP000766.1	509	0.409	RF01849
RF01849_CP000774.1	360	0.558	RF01849
RF01849_CP000781.1	365	0.611	RF01849
RF01849_CP000830.1	350	0.580	RF01849
RF01849_CP000847.1	570	0.404	RF01849
RF01849_CP000849.1	521	0.420	RF01849
RF01849_CP000908.1	378	0.603	RF01849
RF01849_CP000927.1	366	0.585	RF01849
RF01849_CP000943.1	364	0.624	RF01849
RF01849_CP001612.1	509	0.413	RF01849
RF01849_CR767821.1	331	0.387	RF01849
RF01849_CR925678.1	334	0.389	RF01849
RF01849_CT971493.5	374	0.564	RF01849
RF01849_CU234118.1	366	0.593	RF01849
RF01849_DQ344920.1	293	0.539	RF01849
RF01849_M73823.1	368	0.571	RF01849
RF01849_M73824.1	359	0.557	RF01849
