ID	Len	GC	Group
RF00250_AF063150.1	61	0.557	RF00250
RF00250_AF063151.1	61	0.557	RF00250
RF00250_AF063164.1	61	0.590	RF00250
RF00250_AF063176.1	61	0.541	RF00250
RF00250_AF063179.1	61	0.541	RF00250
RF00250_AF096779.1	61	0.541	RF00250
RF00250_AF102206.1	60	0.567	RF00250
RF00250_AF103818.1	59	0.576	RF00250
RF00250_AF115393.1	61	0.574	RF00250
RF00250_AF119820.1	61	0.590	RF00250
RF00250_AF190128.1	61	0.574	RF00250
RF00250_AF196736.1	61	0.574	RF00250
RF00250_AF196762.1	61	0.508	RF00250
RF00250_AF254684.1	60	0.600	RF00250
RF00250_AF254695.1	61	0.574	RF00250
RF00250_AF254724.1	61	0.525	RF00250
RF00250_AF254726.1	61	0.623	RF00250
RF00250_AF286233.1	61	0.590	RF00250
RF00250_AF286239.1	60	0.600	RF00250
RF00250_AF321523.1	61	0.607	RF00250
RF00250_AF411965.1	61	0.590	RF00250
RF00250_AF442567.1	61	0.525	RF00250
RF00250_AF443094.1	61	0.607	RF00250
RF00250_AF443095.1	61	0.574	RF00250
RF00250_AF457057.1	60	0.500	RF00250
RF00250_AF457060.1	60	0.517	RF00250
RF00250_AF457068.1	60	0.533	RF00250
RF00250_AF457071.1	60	0.483	RF00250
RF00250_AF457076.1	60	0.533	RF00250
RF00250_AF457079.1	60	0.533	RF00250
RF00250_AF457086.1	60	0.583	RF00250
RF00250_AF465242.1	60	0.567	RF00250
RF00250_AF484484.1	60	0.533	RF00250
RF00250_AF484519.1	61	0.574	RF00250
RF00250_AY037273.1	61	0.508	RF00250
RF00250_AY074891.1	61	0.574	RF00250
RF00250_DQ373065.1	60	0.550	RF00250
RF00250_L28844.1	61	0.508	RF00250
RF00250_L28878.1	61	0.459	RF00250
RF00250_U24479.1	61	0.574	RF00250
RF00250_U51296.1	60	0.617	RF00250
RF00250_U72094.1	61	0.492	RF00250
RF00250_U72122.1	61	0.541	RF00250
RF00250_U72138.1	61	0.525	RF00250
RF00250_X52154.1	60	0.550	RF00250
