ID	Len	GC	Group
RF00230_AE005176.1	231	0.320	RF00230
RF00230_AE005176.1:2	217	0.332	RF00230
RF00230_AE005176.1:3	214	0.388	RF00230
RF00230_AE005176.1:4	234	0.350	RF00230
RF00230_AE005176.1:5	167	0.413	RF00230
RF00230_AE017180.1	282	0.574	RF00230
RF00230_AE017334.2	259	0.440	RF00230
RF00230_AE017334.2:2	229	0.393	RF00230
RF00230_AE017334.2:3	233	0.395	RF00230
RF00230_AE017334.2:4	231	0.394	RF00230
RF00230_AE017334.2:5	222	0.419	RF00230
RF00230_AE017334.2:6	211	0.412	RF00230
RF00230_AE017334.2:7	228	0.491	RF00230
RF00230_AE017334.2:8	221	0.434	RF00230
RF00230_AE017335.3	221	0.389	RF00230
RF00230_AE017355.1	237	0.414	RF00230
RF00230_AE017355.1:2	249	0.426	RF00230
RF00230_AE017355.1:3	252	0.417	RF00230
RF00230_AE017355.1:4	245	0.457	RF00230
RF00230_AF188935.1	221	0.385	RF00230
RF00230_AL591980.1	226	0.434	RF00230
RF00230_AL591980.1:2	242	0.421	RF00230
RF00230_AL591980.1:3	202	0.460	RF00230
RF00230_AL596169.1	227	0.379	RF00230
RF00230_AL596169.1:2	231	0.394	RF00230
RF00230_AL596169.1:3	228	0.364	RF00230
RF00230_AL596169.1:4	209	0.426	RF00230
RF00230_AL596169.1:5	225	0.449	RF00230
RF00230_AL596169.1:6	244	0.434	RF00230
RF00230_AL939111.1	242	0.715	RF00230
RF00230_AM180355.1	239	0.406	RF00230
RF00230_AM180355.1:10	236	0.347	RF00230
RF00230_AM180355.1:11	206	0.345	RF00230
RF00230_AM180355.1:12	241	0.369	RF00230
RF00230_AM180355.1:2	239	0.347	RF00230
RF00230_AM180355.1:3	247	0.328	RF00230
RF00230_AM180355.1:4	208	0.351	RF00230
RF00230_AM180355.1:5	232	0.353	RF00230
RF00230_AM180355.1:6	209	0.344	RF00230
RF00230_AM180355.1:7	211	0.384	RF00230
RF00230_AM180355.1:8	253	0.328	RF00230
RF00230_AM180355.1:9	235	0.379	RF00230
RF00230_AP008230.1	237	0.477	RF00230
RF00230_BX571856.1	216	0.338	RF00230
RF00230_BX571856.1:2	187	0.337	RF00230
RF00230_BX571856.1:3	173	0.341	RF00230
RF00230_BX571857.1	174	0.362	RF00230
RF00230_BX571857.1:10	173	0.341	RF00230
RF00230_BX571857.1:11	226	0.354	RF00230
RF00230_BX571857.1:2	212	0.340	RF00230
RF00230_BX571857.1:3	178	0.343	RF00230
RF00230_BX571857.1:4	187	0.326	RF00230
RF00230_BX571857.1:5	212	0.316	RF00230
RF00230_BX571857.1:6	202	0.317	RF00230
RF00230_BX571857.1:7	370	0.359	RF00230
RF00230_BX571857.1:8	302	0.325	RF00230
RF00230_BX571857.1:9	212	0.316	RF00230
RF00230_CP000232.1	233	0.614	RF00230
RF00230_CP000918.1	224	0.415	RF00230
RF00230_CP001033.1	218	0.385	RF00230
RF00230_CP001336.1	201	0.537	RF00230
RF00230_M87483.1	271	0.384	RF00230
RF00230_U41072.1	173	0.341	RF00230
