ID	Len	GC	Group
RF01690_AAOX01000001.1	67	0.597	RF01690
RF01690_AAOX01000004.1	67	0.597	RF01690
RF01690_AAOX01000006.1	67	0.627	RF01690
RF01690_AAOX01000009.1	67	0.567	RF01690
RF01690_AAOX01000011.1	67	0.642	RF01690
RF01690_AAOX01000014.1	67	0.612	RF01690
RF01690_AAOX01000015.1	68	0.618	RF01690
RF01690_AAOX01000016.1	67	0.642	RF01690
RF01690_AAOX01000017.1	67	0.597	RF01690
RF01690_AAOX01000018.1	65	0.538	RF01690
RF01690_AAOX01000019.1	67	0.627	RF01690
RF01690_AAOX01000020.1	67	0.582	RF01690
RF01690_AAOX01000022.1	67	0.552	RF01690
RF01690_AAOX01000026.1	67	0.567	RF01690
RF01690_AAOX01000027.1	66	0.606	RF01690
RF01690_AAOX01000032.1	67	0.582	RF01690
RF01690_AAOX01000033.1	67	0.597	RF01690
RF01690_AAOX01000041.1	67	0.597	RF01690
RF01690_AAOX01000048.1	67	0.537	RF01690
RF01690_AAOX01000050.1	67	0.582	RF01690
RF01690_AAOX01000070.1	67	0.627	RF01690
RF01690_AB000617.1	67	0.522	RF01690
RF01690_AB001488.1	67	0.522	RF01690
RF01690_AB031215.1	64	0.547	RF01690
RF01690_ABFU01000002.1	67	0.403	RF01690
RF01690_ABFU01000013.1	66	0.500	RF01690
RF01690_ABFU01000131.1	66	0.500	RF01690
RF01690_ABFU01000133.1	67	0.403	RF01690
RF01690_ABFU01000134.1	66	0.500	RF01690
RF01690_ABFU01000135.1	67	0.433	RF01690
RF01690_ABRX01000002.1	67	0.433	RF01690
RF01690_ABRX01000010.1	67	0.433	RF01690
RF01690_AE017333.1	67	0.567	RF01690
RF01690_AF478063.1	69	0.623	RF01690
RF01690_AL009126.3	67	0.522	RF01690
RF01690_AP006627.1	65	0.554	RF01690
RF01690_BA000004.3	64	0.531	RF01690
RF01690_BA000028.3	68	0.441	RF01690
RF01690_CP000002.3	67	0.493	RF01690
RF01690_CP000560.1	66	0.500	RF01690
RF01690_CP000813.1	70	0.443	RF01690
RF01690_D26185.1	67	0.552	RF01690
RF01690_D88802.1	67	0.552	RF01690
RF01690_EU157946.1	68	0.618	RF01690
RF01690_K00637.1	67	0.552	RF01690
RF01690_X00007.1	67	0.552	RF01690
RF01690_X04164.1	67	0.552	RF01690
RF01690_X04167.1	67	0.522	RF01690
RF01690_X55332.1	67	0.552	RF01690
RF01690_Z82044.1	67	0.552	RF01690
