ID	Len	GC	Group
RF00686_AADB02019003.1	80	0.512	RF00686
RF00686_AAFR03029132.1	82	0.524	RF00686
RF00686_AAKN02047347.1	80	0.525	RF00686
RF00686_AANG01169639.1	80	0.500	RF00686
RF00686_AANH01004322.1	82	0.500	RF00686
RF00686_AANH01012267.1	84	0.476	RF00686
RF00686_AANN01126736.1	78	0.526	RF00686
RF00686_AAVX01041385.1	81	0.432	RF00686
RF00686_AAVX01571211.1	81	0.556	RF00686
RF00686_AAWZ01002449.1	82	0.488	RF00686
RF00686_AAYZ01406815.1	79	0.633	RF00686
RF00686_BAAE01013935.1	82	0.537	RF00686
RF00686_BAAF04036435.1	84	0.500	RF00686
RF00686_BAAF04103498.1	82	0.561	RF00686
RF00686_BX323027.8	82	0.500	RF00686
RF00686_BX547935.12	82	0.524	RF00686
RF00686_BX571959.8	83	0.470	RF00686
RF00686_CAAA01219673.1	79	0.544	RF00686
RF00686_CAAB01002765.1	82	0.524	RF00686
RF00686_CAAE01014705.1	82	0.524	RF00686
RF00686_CAAE01014738.1	83	0.494	RF00686
