ID	Len	GC	Group
RF01762_AAFY01026329.1	54	0.444	RF01762
RF01762_AAFZ01000554.1	56	0.571	RF01762
RF01762_AAFZ01000554.1:2	56	0.518	RF01762
RF01762_AAFZ01000800.1	56	0.607	RF01762
RF01762_AAFZ01000800.1:2	56	0.589	RF01762
RF01762_AAFZ01002938.1	56	0.500	RF01762
RF01762_AAFZ01002938.1:2	57	0.632	RF01762
RF01762_AAFZ01025436.1	56	0.554	RF01762
RF01762_AAFZ01025436.1:2	56	0.589	RF01762
RF01762_AAFZ01026413.1	56	0.589	RF01762
RF01762_AAFZ01026864.1	56	0.589	RF01762
RF01762_AAFZ01027168.1	55	0.582	RF01762
RF01762_AAFZ01028207.1	56	0.607	RF01762
RF01762_AAFZ01028207.1:2	56	0.589	RF01762
