ID	Len	GC	Group
RF01706_AAQL01009359.1	82	0.488	RF01706
RF01706_AAQL01009370.1	75	0.333	RF01706
RF01706_BAAU01005691.1	74	0.378	RF01706
RF01706_BAAU01007736.1	74	0.581	RF01706
RF01706_BAAV01000007.1	77	0.442	RF01706
RF01706_BAAV01000249.1	73	0.301	RF01706
RF01706_BAAV01000478.1	77	0.442	RF01706
RF01706_BAAV01000542.1	77	0.442	RF01706
RF01706_BAAV01000831.1	77	0.494	RF01706
RF01706_BAAV01001911.1	91	0.407	RF01706
RF01706_BAAV01002358.1	76	0.500	RF01706
RF01706_BAAV01005774.1	76	0.526	RF01706
RF01706_BAAX01002128.1	77	0.468	RF01706
RF01706_BAAY01000031.1	77	0.442	RF01706
RF01706_BAAY01000139.1	77	0.455	RF01706
RF01706_BAAY01000359.1	73	0.301	RF01706
RF01706_BAAY01000734.1	77	0.455	RF01706
RF01706_BAAY01000985.1	77	0.455	RF01706
RF01706_BAAY01013587.1	82	0.463	RF01706
RF01706_BAAZ01000059.1	76	0.553	RF01706
RF01706_BAAZ01000085.1	75	0.453	RF01706
RF01706_BAAZ01000095.1	90	0.467	RF01706
RF01706_BAAZ01000130.1	77	0.532	RF01706
RF01706_BAAZ01000187.1	75	0.453	RF01706
RF01706_BAAZ01000224.1	75	0.467	RF01706
RF01706_BAAZ01000322.1	75	0.427	RF01706
RF01706_BAAZ01000840.1	78	0.449	RF01706
RF01706_BAAZ01023713.1	75	0.520	RF01706
RF01706_BAAZ01023714.1	75	0.507	RF01706
RF01706_BAAZ01025322.1	71	0.465	RF01706
RF01706_BABA01009772.1	77	0.545	RF01706
RF01706_BABA01021652.1	75	0.453	RF01706
