ID	Len	GC	Group
RF00789_AAAB01008968.1	77	0.429	RF00789
RF00789_AAAB01008980.1	82	0.537	RF00789
RF00789_AAEU02000463.1	99	0.364	RF00789
RF00789_AAGE02008291.1	100	0.510	RF00789
RF00789_AAGE02018252.1	100	0.480	RF00789
RF00789_AAIZ01001618.1	97	0.402	RF00789
RF00789_AANI01014795.1	102	0.304	RF00789
RF00789_AAPP01018770.1	104	0.356	RF00789
RF00789_AAPQ01007044.1	99	0.374	RF00789
RF00789_AAPT01006453.1	105	0.305	RF00789
RF00789_AAPU01010225.1	104	0.308	RF00789
RF00789_AAQB01006291.1	113	0.310	RF00789
RF00789_AAWU01006018.1	94	0.543	RF00789
RF00789_AAWU01011011.1	76	0.500	RF00789
