ID	Len	GC	Group
RF01739_AACY020000274.1	55	0.400	RF01739
RF01739_AACY020001711.1	63	0.444	RF01739
RF01739_AACY020013751.1	54	0.444	RF01739
RF01739_AACY020016022.1	53	0.453	RF01739
RF01739_AACY020016022.1:2	52	0.519	RF01739
RF01739_AACY020016584.1	63	0.444	RF01739
RF01739_AACY020025239.1	48	0.458	RF01739
RF01739_AACY020027094.1	49	0.551	RF01739
RF01739_AACY020032680.1	54	0.444	RF01739
RF01739_AACY020034953.1	64	0.422	RF01739
RF01739_AACY020034973.1	62	0.500	RF01739
RF01739_AACY020035461.1	55	0.400	RF01739
RF01739_AACY020039026.1	53	0.453	RF01739
RF01739_AACY020039026.1:2	52	0.538	RF01739
RF01739_AACY020039042.1	53	0.472	RF01739
RF01739_AACY020039042.1:2	53	0.434	RF01739
RF01739_AACY020042403.1	54	0.426	RF01739
RF01739_AACY020042403.1:2	54	0.444	RF01739
RF01739_AACY020047278.1	48	0.521	RF01739
RF01739_AACY020050352.1	54	0.444	RF01739
RF01739_AACY020055407.1	51	0.490	RF01739
RF01739_AACY020059928.1	51	0.471	RF01739
RF01739_AACY020061925.1	53	0.472	RF01739
RF01739_AACY020061925.1:2	51	0.490	RF01739
RF01739_AACY020065288.1	55	0.418	RF01739
RF01739_AACY020065980.1	64	0.422	RF01739
RF01739_AACY020065980.1:2	53	0.491	RF01739
RF01739_AACY020066766.1	52	0.442	RF01739
RF01739_AACY020066766.1:2	54	0.481	RF01739
RF01739_AACY020070556.1	53	0.472	RF01739
RF01739_AACY020070556.1:2	56	0.446	RF01739
RF01739_AACY020074155.1	54	0.444	RF01739
RF01739_AACY020074155.1:2	55	0.509	RF01739
RF01739_AACY020078007.1	53	0.453	RF01739
RF01739_AACY020078007.1:2	55	0.455	RF01739
RF01739_AACY020078853.1	51	0.431	RF01739
RF01739_AACY020078853.1:2	53	0.491	RF01739
RF01739_AACY020083435.1	56	0.482	RF01739
RF01739_AACY020084674.1	55	0.455	RF01739
RF01739_AACY020085820.1	49	0.531	RF01739
RF01739_AACY020091056.1	56	0.464	RF01739
RF01739_AACY020091056.1:2	55	0.491	RF01739
RF01739_AACY020094250.1	47	0.553	RF01739
RF01739_AACY020096225.1	55	0.473	RF01739
RF01739_AACY020096225.1:2	55	0.455	RF01739
RF01739_AACY020101836.1	106	0.406	RF01739
RF01739_AACY020106880.1	53	0.453	RF01739
RF01739_AACY020108164.1	47	0.532	RF01739
RF01739_AACY020112617.1	49	0.531	RF01739
RF01739_AACY020113829.1	49	0.531	RF01739
RF01739_AACY020115422.1	50	0.460	RF01739
RF01739_AACY020116233.1	55	0.473	RF01739
RF01739_AACY020117051.1	52	0.442	RF01739
RF01739_AACY020120190.1	49	0.531	RF01739
RF01739_AACY020121547.1	49	0.531	RF01739
RF01739_AACY020123372.1	53	0.491	RF01739
RF01739_AACY020123372.1:2	64	0.422	RF01739
RF01739_AACY020124002.1	47	0.489	RF01739
RF01739_AACY020126282.1	54	0.463	RF01739
RF01739_AACY020132250.1	51	0.510	RF01739
RF01739_AACY020132250.1:2	51	0.471	RF01739
RF01739_AACY020133097.1	51	0.549	RF01739
RF01739_AACY020134078.1	51	0.490	RF01739
RF01739_AACY020134078.1:2	51	0.510	RF01739
RF01739_AACY020134078.1:3	51	0.510	RF01739
RF01739_AACY020135087.1	61	0.393	RF01739
RF01739_AACY020135087.1:2	53	0.453	RF01739
RF01739_AACY020141842.1	53	0.491	RF01739
RF01739_AACY020141842.1:2	52	0.442	RF01739
RF01739_AACY020142594.1	51	0.510	RF01739
RF01739_AACY020142594.1:2	51	0.471	RF01739
RF01739_AACY020147734.1	50	0.540	RF01739
RF01739_AACY020151967.1	56	0.464	RF01739
RF01739_AACY020151967.1:2	57	0.404	RF01739
RF01739_AACY020151967.1:3	56	0.482	RF01739
RF01739_AACY020151967.1:4	55	0.455	RF01739
RF01739_AACY020152915.1	55	0.400	RF01739
RF01739_AACY020152915.1:2	57	0.333	RF01739
RF01739_AACY020155181.1	51	0.431	RF01739
RF01739_AACY020157868.1	56	0.357	RF01739
RF01739_AACY020157868.1:2	55	0.436	RF01739
RF01739_AACY020158276.1	61	0.410	RF01739
RF01739_AACY020160526.1	50	0.520	RF01739
RF01739_AACY020164575.1	50	0.500	RF01739
RF01739_AACY020188747.1	46	0.522	RF01739
RF01739_AACY020192141.1	56	0.446	RF01739
RF01739_AACY020192141.1:2	55	0.473	RF01739
RF01739_AACY020192141.1:3	56	0.500	RF01739
RF01739_AACY020194447.1	49	0.531	RF01739
RF01739_AACY020200469.1	64	0.422	RF01739
RF01739_AACY020200469.1:2	53	0.453	RF01739
RF01739_AACY020203238.1	48	0.542	RF01739
RF01739_AACY020208065.1	97	0.464	RF01739
RF01739_AACY020208292.1	49	0.531	RF01739
RF01739_AACY020209947.1	56	0.482	RF01739
RF01739_AACY020209947.1:2	56	0.464	RF01739
RF01739_AACY020210349.1	57	0.439	RF01739
RF01739_AACY020210349.1:2	55	0.473	RF01739
RF01739_AACY020210502.1	56	0.482	RF01739
RF01739_AACY020210502.1:2	55	0.491	RF01739
RF01739_AACY020212356.1	51	0.451	RF01739
RF01739_AACY020212401.1	53	0.453	RF01739
