ID	Len	GC	Group
RF00397_AAFC03054517.1	135	0.474	RF00397
RF00397_AAFR03023742.1	135	0.407	RF00397
RF00397_AAGW01348701.1	135	0.444	RF00397
RF00397_AAIY01388714.1	133	0.436	RF00397
RF00397_AALT01309783.1	134	0.604	RF00397
RF00397_AANN01009758.1	135	0.378	RF00397
RF00397_AAPE01354167.1	130	0.569	RF00397
RF00397_AAPN01185969.1	138	0.500	RF00397
RF00397_AAQQ01663584.1	133	0.519	RF00397
RF00397_AAQR01644066.1	132	0.386	RF00397
RF00397_AAWZ01009009.1	141	0.326	RF00397
RF00397_AAYZ01007503.1	136	0.581	RF00397
RF00397_ABDC01185435.1	125	0.432	RF00397
RF00397_AC093126.2	135	0.437	RF00397
RF00397_AJ609456.1	134	0.455	RF00397
RF00397_AJ609457.1	135	0.467	RF00397
