ID	Len	GC	Group
RF00104_AC018755.3	73	0.671	RF00104
RF00104_AC095014.1	76	0.408	RF00104
RF00104_AC122451.3	72	0.528	RF00104
RF00104_AF480538.1	70	0.457	RF00104
RF00104_AF480571.1	72	0.528	RF00104
RF00104_AL645782.2	76	0.408	RF00104
RF00104_AL645798.2	72	0.375	RF00104
RF00104_AY866053.1	72	0.528	RF00104
RF00104_AY866054.1	72	0.528	RF00104
RF00104_AY866055.1	72	0.528	RF00104
RF00104_AY866056.1	72	0.514	RF00104
RF00104_AY866057.1	72	0.528	RF00104
RF00104_AY866058.1	72	0.528	RF00104
RF00104_AY866059.1	72	0.528	RF00104
RF00104_AY866060.1	70	0.457	RF00104
RF00104_AY866061.1	70	0.471	RF00104
RF00104_AY866062.1	70	0.457	RF00104
RF00104_AY866063.1	70	0.457	RF00104
RF00104_AY866064.1	70	0.457	RF00104
RF00104_AY866065.1	70	0.457	RF00104
RF00104_AY866066.1	70	0.457	RF00104
RF00104_AY866067.1	70	0.471	RF00104
RF00104_AY866139.1	76	0.368	RF00104
RF00104_AY866140.1	76	0.368	RF00104
RF00104_AY866141.1	76	0.368	RF00104
RF00104_AY866142.1	76	0.368	RF00104
RF00104_AY866143.1	76	0.382	RF00104
RF00104_AY866144.1	75	0.373	RF00104
RF00104_AY866145.1	75	0.373	RF00104
RF00104_AY866146.1	75	0.387	RF00104
RF00104_FJ485603.1	76	0.408	RF00104
RF00104_FJ746716.1	76	0.408	RF00104
RF00104_U77364.1	75	0.400	RF00104
RF00104_U92575.1	79	0.354	RF00104
RF00104_Z36753.1	75	0.467	RF00104
RF00104_Z68760.3	75	0.520	RF00104
