ID	Len	GC	Group
RF01891_AABR04048230.1	237	0.494	RF01891
RF01891_AADD01174110.1	237	0.515	RF01891
RF01891_AAEX02034162.1	230	0.487	RF01891
RF01891_AAFC03000995.1	239	0.502	RF01891
RF01891_AAGU02284749.1	237	0.502	RF01891
RF01891_AAGW01207114.1	238	0.517	RF01891
RF01891_AAIY01381730.1	236	0.500	RF01891
RF01891_AAKN02007240.1	231	0.498	RF01891
RF01891_AALT01486602.1	231	0.506	RF01891
RF01891_AANG01587864.1	235	0.498	RF01891
RF01891_AAPE01497626.1	228	0.456	RF01891
RF01891_AAPY01652640.1	239	0.456	RF01891
RF01891_AAQQ01619695.1	235	0.502	RF01891
RF01891_AAQR01184792.1	226	0.473	RF01891
RF01891_AAWR02038334.1	235	0.502	RF01891
RF01891_AAYZ01038147.1	237	0.473	RF01891
RF01891_ABRN01372171.1	235	0.511	RF01891
RF01891_ABRO01110160.1	235	0.494	RF01891
RF01891_ABRP01135829.1	236	0.475	RF01891
RF01891_ABRT010072613.1	238	0.487	RF01891
RF01891_ABVD01060064.1	235	0.472	RF01891
RF01891_BC037986.1	237	0.515	RF01891
RF01891_DQ517434.1	236	0.504	RF01891
RF01891_DQ517435.1	236	0.504	RF01891
