ID	Len	GC	Group
RF01725_AACY020029910.1	93	0.387	RF01725
RF01725_AACY020029910.1:2	92	0.370	RF01725
RF01725_AACY020031148.1	93	0.387	RF01725
RF01725_AACY020031148.1:2	92	0.370	RF01725
RF01725_AACY020038799.1	98	0.480	RF01725
RF01725_AACY020047005.1	93	0.452	RF01725
RF01725_AACY020048217.1	90	0.389	RF01725
RF01725_AACY020048217.1:2	93	0.387	RF01725
RF01725_AACY020050185.1	99	0.384	RF01725
RF01725_AACY020064609.1	96	0.521	RF01725
RF01725_AACY020068969.1	100	0.360	RF01725
RF01725_AACY020076934.1	109	0.486	RF01725
RF01725_AACY020080953.1	93	0.430	RF01725
RF01725_AACY020084959.1	90	0.433	RF01725
RF01725_AACY020086339.1	93	0.398	RF01725
RF01725_AACY020086339.1:2	89	0.371	RF01725
RF01725_AACY020087873.1	90	0.411	RF01725
RF01725_AACY020088771.1	114	0.491	RF01725
RF01725_AACY020097780.1	93	0.409	RF01725
RF01725_AACY020098227.1	93	0.430	RF01725
RF01725_AACY020098447.1	123	0.407	RF01725
RF01725_AACY020099146.1	93	0.409	RF01725
RF01725_AACY020099425.1	95	0.411	RF01725
RF01725_AACY020101119.1	90	0.422	RF01725
RF01725_AACY020104876.1	126	0.413	RF01725
RF01725_AACY020106543.1	100	0.380	RF01725
RF01725_AACY020114069.1	89	0.348	RF01725
RF01725_AACY020114069.1:2	93	0.419	RF01725
RF01725_AACY020114415.1	93	0.376	RF01725
RF01725_AACY020117021.1	93	0.398	RF01725
RF01725_AACY020132046.1	124	0.444	RF01725
RF01725_AACY020136271.1	88	0.364	RF01725
RF01725_AACY020145665.1	93	0.409	RF01725
RF01725_AACY020146386.1	87	0.391	RF01725
RF01725_AACY020146386.1:2	93	0.441	RF01725
RF01725_AACY020148119.1	87	0.402	RF01725
RF01725_AACY020151691.1	89	0.348	RF01725
RF01725_AACY020160892.1	96	0.406	RF01725
RF01725_AACY020166778.1	112	0.607	RF01725
RF01725_AACY020167686.1	104	0.644	RF01725
RF01725_AACY020173786.1	115	0.704	RF01725
RF01725_AACY020175566.1	114	0.693	RF01725
RF01725_AACY020176386.1	121	0.512	RF01725
RF01725_AACY020181329.1	121	0.496	RF01725
RF01725_AACY020181346.1	120	0.508	RF01725
RF01725_AACY020183603.1	110	0.618	RF01725
RF01725_AACY020184636.1	87	0.402	RF01725
RF01725_AACY020188276.1	93	0.430	RF01725
RF01725_AACY020192706.1	93	0.430	RF01725
RF01725_AACY020195299.1	93	0.419	RF01725
RF01725_AACY020195427.1	96	0.406	RF01725
RF01725_AACY020208399.1	87	0.402	RF01725
RF01725_AACY020212291.1	93	0.409	RF01725
RF01725_AACY020219775.1	97	0.381	RF01725
RF01725_AACY020225991.1	87	0.402	RF01725
RF01725_AACY020243063.1	90	0.378	RF01725
RF01725_AACY020249953.1	95	0.442	RF01725
RF01725_AACY020250700.1	107	0.458	RF01725
RF01725_AACY020251371.1	93	0.409	RF01725
RF01725_AACY020251371.1:2	87	0.402	RF01725
RF01725_AACY020253539.1	93	0.398	RF01725
RF01725_AACY020259813.1	88	0.352	RF01725
RF01725_AACY020270417.1	96	0.417	RF01725
RF01725_AACY020272341.1	139	0.518	RF01725
RF01725_AACY020277418.1	88	0.341	RF01725
RF01725_AACY020277418.1:2	93	0.409	RF01725
RF01725_AACY020280463.1	102	0.608	RF01725
RF01725_AACY020281887.1	89	0.360	RF01725
RF01725_AACY020281887.1:2	93	0.441	RF01725
RF01725_AACY020289175.1	89	0.360	RF01725
RF01725_AACY020289175.1:2	93	0.409	RF01725
RF01725_AACY020290243.1	93	0.409	RF01725
RF01725_AACY020293165.1	94	0.521	RF01725
RF01725_AACY020308756.1	94	0.521	RF01725
RF01725_AACY020315257.1	93	0.452	RF01725
RF01725_AACY020317023.1	98	0.429	RF01725
RF01725_AACY020327880.1	97	0.443	RF01725
RF01725_AACY020331037.1	90	0.389	RF01725
RF01725_AACY020331588.1	93	0.398	RF01725
RF01725_AACY020340651.1	93	0.452	RF01725
RF01725_AACY020342180.1	93	0.452	RF01725
RF01725_AACY020347367.1	95	0.421	RF01725
RF01725_AACY020353810.1	93	0.419	RF01725
RF01725_AACY020357342.1	93	0.387	RF01725
RF01725_AACY020360095.1	95	0.411	RF01725
RF01725_AACY020374006.1	96	0.406	RF01725
RF01725_AACY020375381.1	96	0.385	RF01725
RF01725_AACY020375700.1	95	0.411	RF01725
RF01725_AACY020401066.1	95	0.421	RF01725
RF01725_AACY020408240.1	91	0.473	RF01725
RF01725_AACY020409173.1	89	0.360	RF01725
RF01725_AACY020411818.1	93	0.387	RF01725
RF01725_AACY020411818.1:2	89	0.360	RF01725
RF01725_AACY020414565.1	93	0.387	RF01725
RF01725_AACY020423913.1	94	0.500	RF01725
RF01725_AACY020430151.1	97	0.423	RF01725
RF01725_AACY020430580.1	89	0.360	RF01725
RF01725_AACY020430580.1:2	93	0.387	RF01725
RF01725_AACY020433596.1	93	0.430	RF01725
RF01725_AACY020434678.1	91	0.462	RF01725
RF01725_AACY020436349.1	91	0.462	RF01725
RF01725_AACY020439129.1	93	0.419	RF01725
RF01725_AACY020439832.1	96	0.406	RF01725
RF01725_AACY020443119.1	89	0.371	RF01725
RF01725_AACY020444019.1	122	0.566	RF01725
RF01725_AACY020465783.1	92	0.370	RF01725
RF01725_AACY020471545.1	114	0.579	RF01725
RF01725_AACY020472258.1	114	0.579	RF01725
RF01725_AACY020473630.1	87	0.402	RF01725
RF01725_AACY020475741.1	93	0.484	RF01725
RF01725_AACY020477250.1	87	0.402	RF01725
RF01725_AACY020477924.1	93	0.419	RF01725
RF01725_AACY020483405.1	90	0.422	RF01725
RF01725_AACY020487706.1	93	0.430	RF01725
RF01725_AACY020490313.1	90	0.378	RF01725
RF01725_AACY020490313.1:2	93	0.430	RF01725
RF01725_AACY020490715.1	93	0.387	RF01725
RF01725_AACY020491193.1	87	0.391	RF01725
RF01725_AACY020492046.1	93	0.430	RF01725
RF01725_AACY020492046.1:2	87	0.379	RF01725
RF01725_AACY020492511.1	93	0.430	RF01725
RF01725_AACY020492511.1:2	89	0.360	RF01725
RF01725_AACY020494659.1	93	0.441	RF01725
RF01725_AACY020495019.1	93	0.441	RF01725
RF01725_AACY020495019.1:2	87	0.402	RF01725
RF01725_AACY020495310.1	93	0.430	RF01725
RF01725_AACY020495403.1	95	0.421	RF01725
RF01725_AACY020498997.1	88	0.364	RF01725
RF01725_AACY020498997.1:2	93	0.409	RF01725
RF01725_AACY020501706.1	96	0.396	RF01725
RF01725_AACY020505932.1	93	0.430	RF01725
RF01725_AACY020505932.1:2	88	0.409	RF01725
RF01725_AACY020514730.1	89	0.360	RF01725
RF01725_AACY020515115.1	88	0.398	RF01725
RF01725_AACY020515115.1:2	93	0.419	RF01725
RF01725_AACY020516175.1	93	0.409	RF01725
RF01725_AACY020516175.1:2	88	0.341	RF01725
RF01725_AACY020516216.1	93	0.409	RF01725
RF01725_AACY020516796.1	124	0.468	RF01725
RF01725_AACY020517867.1	93	0.409	RF01725
RF01725_AACY020532609.1	105	0.648	RF01725
RF01725_AACY020546191.1	87	0.414	RF01725
RF01725_AACY020548058.1	87	0.402	RF01725
RF01725_AACY020551483.1	98	0.500	RF01725
RF01725_AACY020553208.1	97	0.412	RF01725
RF01725_AACY020553512.1	93	0.398	RF01725
RF01725_AACY020554034.1	90	0.378	RF01725
RF01725_AACY020554374.1	93	0.387	RF01725
RF01725_AACY020554743.1	119	0.487	RF01725
RF01725_AACY020556356.1	97	0.392	RF01725
RF01725_AACY020561147.1	104	0.625	RF01725
RF01725_AACY020582823.1	103	0.592	RF01725
RF01725_AACY020587818.1	93	0.430	RF01725
RF01725_AACY020588692.1	93	0.430	RF01725
RF01725_AACY020597859.1	96	0.448	RF01725
RF01725_AACY020641585.1	105	0.619	RF01725
RF01725_AACY020691148.1	124	0.476	RF01725
RF01725_AACY020691912.1	104	0.635	RF01725
RF01725_AACY020694102.1	96	0.427	RF01725
RF01725_AACY020700407.1	96	0.406	RF01725
RF01725_AACY020719763.1	120	0.450	RF01725
RF01725_AACY020744244.1	97	0.402	RF01725
RF01725_AACY020758038.1	96	0.562	RF01725
RF01725_AACY020760933.1	109	0.495	RF01725
RF01725_AACY020784198.1	94	0.447	RF01725
RF01725_AACY020788491.1	93	0.387	RF01725
RF01725_AACY020800775.1	122	0.484	RF01725
RF01725_AACY020806376.1	98	0.653	RF01725
RF01725_AACY020838872.1	96	0.375	RF01725
RF01725_AACY020858903.1	103	0.534	RF01725
RF01725_AACY020892474.1	93	0.387	RF01725
RF01725_AACY020911503.1	112	0.482	RF01725
RF01725_AACY020929092.1	97	0.402	RF01725
RF01725_AACY021025521.1	96	0.469	RF01725
RF01725_AACY021029522.1	94	0.521	RF01725
RF01725_AACY021048897.1	137	0.642	RF01725
RF01725_AACY021067675.1	124	0.444	RF01725
RF01725_AACY021071260.1	93	0.430	RF01725
RF01725_AACY021071265.1	87	0.391	RF01725
RF01725_AACY021123789.1	96	0.375	RF01725
RF01725_AACY021125113.1	94	0.404	RF01725
RF01725_AACY021201900.1	117	0.538	RF01725
RF01725_AACY021211837.1	93	0.409	RF01725
RF01725_AACY021228520.1	114	0.430	RF01725
RF01725_AACY021231107.1	98	0.388	RF01725
RF01725_AACY021235322.1	103	0.524	RF01725
RF01725_AACY021240446.1	112	0.464	RF01725
RF01725_AACY021255928.1	96	0.500	RF01725
RF01725_AACY021272089.1	97	0.433	RF01725
RF01725_AACY021285989.1	95	0.400	RF01725
RF01725_AACY021297719.1	93	0.452	RF01725
RF01725_AACY021320796.1	118	0.542	RF01725
RF01725_AACY021322626.1	93	0.409	RF01725
RF01725_AACY021344802.1	115	0.478	RF01725
RF01725_AACY021424810.1	106	0.491	RF01725
RF01725_AACY021425142.1	103	0.476	RF01725
RF01725_AACY021479654.1	111	0.595	RF01725
RF01725_AACY021493053.1	131	0.565	RF01725
RF01725_AACY021520391.1	93	0.398	RF01725
RF01725_AACY021536907.1	95	0.453	RF01725
RF01725_AACY021580150.1	101	0.624	RF01725
RF01725_AACY021621762.1	94	0.585	RF01725
RF01725_AACY021623362.1	90	0.422	RF01725
RF01725_AACY021642302.1	87	0.402	RF01725
RF01725_AACY021652149.1	87	0.402	RF01725
RF01725_AACY021667883.1	115	0.452	RF01725
RF01725_AACY021707435.1	96	0.385	RF01725
RF01725_AACY021710656.1	87	0.402	RF01725
RF01725_AACY021717596.1	95	0.463	RF01725
RF01725_AACY021738328.1	126	0.587	RF01725
RF01725_AACY021750064.1	93	0.387	RF01725
RF01725_AACY021754793.1	93	0.430	RF01725
RF01725_AACY021762775.1	93	0.430	RF01725
RF01725_AACY021769818.1	95	0.526	RF01725
RF01725_AACY021823955.1	99	0.414	RF01725
RF01725_AACY021824918.1	92	0.446	RF01725
RF01725_AACY021849718.1	110	0.464	RF01725
RF01725_AACY021860279.1	100	0.380	RF01725
RF01725_AACY021913758.1	92	0.500	RF01725
RF01725_AACY021918035.1	107	0.617	RF01725
RF01725_AACY021918427.1	88	0.409	RF01725
