ID	Len	GC	Group
RF00242_AB037671.1	95	0.337	RF00242
RF00242_AE015930.1	95	0.326	RF00242
RF00242_AE015931.1	98	0.347	RF00242
RF00242_AE016832.1	85	0.329	RF00242
RF00242_J03323.1	99	0.283	RF00242
RF00242_M26321.1	95	0.337	RF00242
RF00242_U35036.1	94	0.330	RF00242
RF00242_U36910.1	95	0.337	RF00242
RF00242_U38428.1	95	0.326	RF00242
RF00242_U38429.1	92	0.293	RF00242
RF00242_U38656.1	95	0.326	RF00242
RF00242_U74623.1	98	0.316	RF00242
RF00242_X02166.1	103	0.282	RF00242
RF00242_X02529.1	103	0.282	RF00242
RF00242_X06627.1	100	0.310	RF00242
RF00242_X07371.1	97	0.340	RF00242
