ID	Len	GC	Group
RF01766_AALD01000030.1	447	0.436	RF01766
RF01766_AAOS02000014.1	443	0.433	RF01766
RF01766_ABEH02000004.1	428	0.432	RF01766
RF01766_ABJD02000101.1	417	0.412	RF01766
RF01766_ABWL01000003.1	426	0.446	RF01766
RF01766_ABWM01000058.1	424	0.450	RF01766
RF01766_ABXW01000053.1	447	0.387	RF01766
RF01766_ACCI01000177.1	439	0.364	RF01766
RF01766_AF017276.1	377	0.440	RF01766
RF01766_BAAW01002014.1	424	0.443	RF01766
RF01766_CP000647.1	422	0.469	RF01766
RF01766_CP000653.1	424	0.436	RF01766
RF01766_CP000822.1	432	0.449	RF01766
RF01766_CP000946.1	428	0.449	RF01766
RF01766_L23115.1	376	0.452	RF01766
RF01766_M30139.1	428	0.449	RF01766
