ID	Len	GC	Group
RF00428_AACN010548547.1	131	0.496	RF00428
RF00428_AAFC03097358.1	131	0.496	RF00428
RF00428_AAFR03043823.1	135	0.467	RF00428
RF00428_AAGU02691793.1	131	0.534	RF00428
RF00428_AAGV020109420.1	132	0.538	RF00428
RF00428_AAGW01420714.1	132	0.530	RF00428
RF00428_AAHX01099606.1	134	0.552	RF00428
RF00428_AAHY01088698.1	134	0.522	RF00428
RF00428_AAIY01447792.1	131	0.557	RF00428
RF00428_AAKN02013806.1	131	0.542	RF00428
RF00428_AALT01655667.1	131	0.511	RF00428
RF00428_AANG01354549.1	131	0.519	RF00428
RF00428_AANN01115406.1	131	0.466	RF00428
RF00428_AAPE01229045.1	131	0.534	RF00428
RF00428_AAPY01568187.1	131	0.527	RF00428
RF00428_AAQQ01042623.1	130	0.531	RF00428
RF00428_AAQR01119672.1	131	0.489	RF00428
RF00428_AAYZ01252661.1	132	0.523	RF00428
RF00428_ABDC01075727.1	130	0.531	RF00428
RF00428_AC006534.10	131	0.481	RF00428
RF00428_AC087863.10	131	0.458	RF00428
RF00428_AC148688.1	132	0.455	RF00428
RF00428_AJ609474.1	132	0.447	RF00428
RF00428_BX548169.4	131	0.511	RF00428
RF00428_Z15025.1	131	0.435	RF00428
