ID	Len	GC	Group
RF00199_AC006681.1	110	0.373	RF00199
RF00199_AC104269.1	114	0.447	RF00199
RF00199_AC117838.1	107	0.449	RF00199
RF00199_AC117838.1:2	116	0.422	RF00199
RF00199_AC117838.1:3	116	0.431	RF00199
RF00199_AF067219.1	110	0.455	RF00199
RF00199_AF078790.1	116	0.328	RF00199
RF00199_AF078790.1:2	110	0.355	RF00199
RF00199_AF136150.1	110	0.364	RF00199
RF00199_AF213679.2	109	0.523	RF00199
RF00199_AL033514.1	111	0.405	RF00199
RF00199_AL034364.1	110	0.364	RF00199
RF00199_AL034364.1:2	110	0.400	RF00199
RF00199_M27263.1	110	0.455	RF00199
RF00199_M27264.1	110	0.445	RF00199
RF00199_U10438.3	107	0.421	RF00199
RF00199_U10438.3:2	109	0.422	RF00199
RF00199_U10438.3:3	107	0.439	RF00199
RF00199_U29244.2	110	0.436	RF00199
RF00199_U29449.1	107	0.421	RF00199
RF00199_U29449.1:2	109	0.422	RF00199
RF00199_U29449.1:3	107	0.439	RF00199
RF00199_U29490.1	110	0.364	RF00199
RF00199_U29491.1	110	0.400	RF00199
RF00199_U41279.1	110	0.427	RF00199
RF00199_U41279.1:2	110	0.455	RF00199
RF00199_U88172.1	109	0.330	RF00199
RF00199_Z82078.1	112	0.420	RF00199
RF00199_Z82078.1:2	111	0.387	RF00199
RF00199_Z82266.2	107	0.393	RF00199
RF00199_Z82266.2:2	107	0.402	RF00199
RF00199_Z93385.1	108	0.444	RF00199
