ID	Len	GC	Group
RF01413_AANH01007361.1	90	0.378	RF01413
RF01413_AANH01007361.1:2	90	0.378	RF01413
RF01413_AANH01007362.1	92	0.380	RF01413
RF01413_AANH01007362.1:2	90	0.389	RF01413
RF01413_AANH01007366.1	89	0.382	RF01413
RF01413_AANH01014755.1	89	0.382	RF01413
RF01413_AANH01014757.1	89	0.404	RF01413
RF01413_AANH01014757.1:2	92	0.391	RF01413
RF01413_AAVX01282906.1	88	0.420	RF01413
RF01413_AAVX01519880.1	88	0.420	RF01413
RF01413_AAVX01559775.1	90	0.344	RF01413
RF01413_AAVX01559775.1:2	86	0.395	RF01413
RF01413_AAVX01616752.1	88	0.398	RF01413
RF01413_AB095087.1	89	0.438	RF01413
RF01413_AB095089.1	88	0.409	RF01413
RF01413_AY064509.1	94	0.394	RF01413
RF01413_AY064510.1	87	0.414	RF01413
RF01413_AY064510.1:2	94	0.362	RF01413
RF01413_AY064510.1:3	87	0.414	RF01413
RF01413_AY064510.1:4	88	0.432	RF01413
RF01413_BAAE01001317.1	88	0.409	RF01413
RF01413_BAAE01001321.1	86	0.407	RF01413
RF01413_BAAE01232573.1	88	0.398	RF01413
RF01413_BAAE01232575.1	84	0.429	RF01413
RF01413_BAAE01306502.1	84	0.429	RF01413
RF01413_BAAF04118514.1	88	0.398	RF01413
RF01413_BAAF04118514.1:2	88	0.386	RF01413
RF01413_BAAF04118514.1:3	88	0.398	RF01413
RF01413_BX088538.26	93	0.366	RF01413
RF01413_BX088538.26:2	93	0.355	RF01413
RF01413_BX088538.26:3	95	0.400	RF01413
RF01413_BX088538.26:4	90	0.433	RF01413
RF01413_BX088538.26:5	89	0.416	RF01413
RF01413_BX088538.26:6	87	0.333	RF01413
RF01413_BX088538.26:7	93	0.376	RF01413
RF01413_CAAB01008374.1	90	0.378	RF01413
RF01413_CAAB01008374.1:2	88	0.420	RF01413
RF01413_CAAB01008374.1:3	87	0.414	RF01413
RF01413_CAAB01008374.1:4	91	0.385	RF01413
RF01413_CAAB01008374.1:5	90	0.411	RF01413
RF01413_CAAE01012407.1	92	0.391	RF01413
RF01413_CAAE01012407.1:2	90	0.400	RF01413
RF01413_CAAE01012407.1:3	91	0.396	RF01413
RF01413_CAAE01012407.1:4	91	0.396	RF01413
RF01413_CAAE01012407.1:5	90	0.411	RF01413
RF01413_CAAK05031383.1	89	0.472	RF01413
