ID	Len	GC	Group
RF01066_AAOB01000010.1	76	0.645	RF01066
RF01066_AM420293.1	75	0.733	RF01066
RF01066_AP006618.1	75	0.787	RF01066
RF01066_BA000035.2	75	0.827	RF01066
RF01066_BX248346.1	77	0.727	RF01066
RF01066_BX248354.1	67	0.806	RF01066
RF01066_BX927148.1	77	0.779	RF01066
RF01066_CP000088.1	75	0.787	RF01066
RF01066_CP000325.1	78	0.744	RF01066
RF01066_CP000431.1	76	0.711	RF01066
RF01066_CP000479.1	76	0.737	RF01066
RF01066_CP000480.1	76	0.724	RF01066
RF01066_CP000481.1	74	0.784	RF01066
RF01066_CP000518.1	76	0.724	RF01066
RF01066_CP000656.1	77	0.727	RF01066
RF01066_CP000667.1	73	0.753	RF01066
RF01066_CP000717.1	76	0.724	RF01066
RF01066_CP000750.2	72	0.833	RF01066
RF01066_CP000850.1	73	0.753	RF01066
RF01066_CT573213.2	87	0.782	RF01066
