ID	Len	GC	Group
RF00151_AACN010483159.1	66	0.409	RF00151
RF00151_AACZ02148289.1	66	0.333	RF00151
RF00151_AADN02069177.1	67	0.358	RF00151
RF00151_AAFC03127110.1	64	0.406	RF00151
RF00151_AAFR03048153.1	67	0.343	RF00151
RF00151_AAGD02000363.1	68	0.456	RF00151
RF00151_AAGU02320062.1	65	0.338	RF00151
RF00151_AAGV020207207.1	65	0.400	RF00151
RF00151_AAGW01145510.1	64	0.422	RF00151
RF00151_AAHX01095982.1	65	0.385	RF00151
RF00151_AAIY01536853.1	65	0.400	RF00151
RF00151_AAKN02020102.1	65	0.385	RF00151
RF00151_AALT01408031.1	65	0.415	RF00151
RF00151_AANG01178038.1	65	0.415	RF00151
RF00151_AANH01013632.1	68	0.382	RF00151
RF00151_AANN01073482.1	65	0.477	RF00151
RF00151_AANU01182853.1	66	0.424	RF00151
RF00151_AAPE01480400.1	65	0.431	RF00151
RF00151_AAPN01258164.1	65	0.354	RF00151
RF00151_AAPY01347359.1	65	0.385	RF00151
RF00151_AAQQ01338041.1	65	0.415	RF00151
RF00151_AAQR01321109.1	64	0.391	RF00151
RF00151_AAVX01050025.1	72	0.333	RF00151
RF00151_AAWR02022472.1	64	0.406	RF00151
RF00151_AAWZ01023980.1	66	0.409	RF00151
RF00151_AAYZ01159458.1	63	0.460	RF00151
RF00151_AB061824.1	65	0.400	RF00151
RF00151_AB061824.1:2	64	0.359	RF00151
RF00151_BAAE01163555.1	67	0.403	RF00151
RF00151_CAAA01155521.1	65	0.446	RF00151
RF00151_CAAB01000351.1	67	0.463	RF00151
RF00151_CAAE01014575.1	66	0.455	RF00151
RF00151_CR339054.14	71	0.366	RF00151
RF00151_X96657.1	65	0.385	RF00151
