ID	Len	GC	Group
RF01396_AAJU02000001.1	141	0.511	RF01396
RF01396_AAMK02000003.1	143	0.545	RF01396
RF01396_ABAN01000021.1	133	0.526	RF01396
RF01396_ABAT01000003.1	134	0.440	RF01396
RF01396_ABCP01000010.1	143	0.594	RF01396
RF01396_ABEH02000004.1	143	0.420	RF01396
RF01396_ABEI01000013.1	143	0.510	RF01396
RF01396_AJ132945.1	143	0.503	RF01396
RF01396_AJ555214.1	141	0.511	RF01396
RF01396_AM236323.1	143	0.531	RF01396
RF01396_AM286416.1	138	0.500	RF01396
RF01396_AP006726.1	137	0.613	RF01396
RF01396_CP000654.1	143	0.524	RF01396
RF01396_CP000821.1	143	0.517	RF01396
RF01396_CP000970.1	143	0.517	RF01396
RF01396_CR628337.1	143	0.476	RF01396
RF01396_Z83734.1	143	0.510	RF01396
