ID	Len	GC	Group
RF00403_AADN02019889.1	134	0.403	RF00403
RF00403_AAEX02010475.1	133	0.421	RF00403
RF00403_AAFC03055400.1	134	0.470	RF00403
RF00403_AAFR03041977.1	135	0.400	RF00403
RF00403_AAGU02488008.1	133	0.444	RF00403
RF00403_AAGV020028150.1	133	0.398	RF00403
RF00403_AAGW01492651.1	133	0.421	RF00403
RF00403_AAHX01054375.1	132	0.432	RF00403
RF00403_AAIY01152799.1	138	0.464	RF00403
RF00403_AAKN02019509.1	134	0.478	RF00403
RF00403_AALT01533432.1	133	0.398	RF00403
RF00403_AANG01689589.1	134	0.463	RF00403
RF00403_AANN01478268.1	135	0.356	RF00403
RF00403_AAPE01491670.1	133	0.444	RF00403
RF00403_AAPN01148161.1	135	0.474	RF00403
RF00403_AAPY01235580.1	132	0.394	RF00403
RF00403_AAQQ01276679.1	135	0.422	RF00403
RF00403_AAQR01436451.1	133	0.414	RF00403
RF00403_AAVX01259799.1	135	0.363	RF00403
RF00403_AAWR02007092.1	132	0.538	RF00403
RF00403_AAWZ01041576.1	130	0.431	RF00403
RF00403_AAYZ01152970.1	131	0.473	RF00403
RF00403_ABDC01218542.1	132	0.462	RF00403
RF00403_AC007383.4	132	0.424	RF00403
RF00403_AC090527.3	128	0.414	RF00403
RF00403_AC121963.3	132	0.424	RF00403
RF00403_AF357411.1	113	0.425	RF00403
RF00403_AJ609464.1	132	0.424	RF00403
RF00403_AL645950.13	132	0.432	RF00403
