ID	Len	GC	Group
RF00532_AADK01043615.1	87	0.253	RF00532
RF00532_AADK01043615.1:2	83	0.313	RF00532
RF00532_AAEU02004640.1	87	0.322	RF00532
RF00532_AAFS01000276.1	87	0.345	RF00532
RF00532_AAIZ01025242.1	86	0.326	RF00532
RF00532_AAIZ01025242.1:2	80	0.350	RF00532
RF00532_AAKO01002293.1	88	0.295	RF00532
RF00532_AANI01017434.1	91	0.341	RF00532
RF00532_AAPP01019315.1	87	0.322	RF00532
RF00532_AAPP01019315.1:2	88	0.307	RF00532
RF00532_AAPP01019315.1:3	86	0.279	RF00532
RF00532_AAPT01020666.1	86	0.267	RF00532
RF00532_AAPT01020666.1:2	90	0.278	RF00532
RF00532_AAPT01020666.1:3	87	0.322	RF00532
RF00532_AAPU01011573.1	86	0.291	RF00532
RF00532_AAPU01011573.1:2	87	0.310	RF00532
RF00532_AAQB01008020.1	91	0.308	RF00532
RF00532_AASS01027918.1	81	0.296	RF00532
RF00532_AE014296.4	86	0.314	RF00532
RF00532_AJ784844.1	86	0.291	RF00532
RF00532_BAAB01138996.1	81	0.321	RF00532
RF00532_CAAJ01001785.1	89	0.270	RF00532
