ID	Len	GC	Group
RF00684_AADA01016860.1	74	0.405	RF00684
RF00684_AADD01160241.1	74	0.419	RF00684
RF00684_AADN02059792.1	74	0.419	RF00684
RF00684_AAEX02031063.1	74	0.419	RF00684
RF00684_AAFC03017519.1	74	0.419	RF00684
RF00684_AAFR03031600.1	74	0.419	RF00684
RF00684_AAGW01116155.1	75	0.440	RF00684
RF00684_AAHX01095574.1	74	0.459	RF00684
RF00684_AAKN02019883.1	74	0.419	RF00684
RF00684_AANG01179765.1	74	0.432	RF00684
RF00684_AANH01004711.1	74	0.446	RF00684
RF00684_AANN01785848.1	74	0.419	RF00684
RF00684_AANU01184262.1	74	0.405	RF00684
RF00684_AAPE01480775.1	74	0.419	RF00684
RF00684_AAPN01246572.1	74	0.432	RF00684
RF00684_AAPY01002717.1	74	0.446	RF00684
RF00684_AAQQ01527039.1	74	0.419	RF00684
RF00684_AAQR01002391.1	74	0.446	RF00684
RF00684_AAVX01098255.1	75	0.400	RF00684
RF00684_AAWZ01008604.1	74	0.446	RF00684
RF00684_AAYZ01033453.1	74	0.432	RF00684
RF00684_ABDC01112703.1	74	0.432	RF00684
RF00684_AC157910.4	74	0.446	RF00684
RF00684_BAAE01201314.1	74	0.432	RF00684
RF00684_CAAB01000066.1	74	0.392	RF00684
RF00684_CAAE01014533.1	74	0.419	RF00684
RF00684_CR925730.6	75	0.453	RF00684
RF00684_DQ520616.1	74	0.419	RF00684
RF00684_X13234.1	74	0.419	RF00684
