ID	Len	GC	Group
RF00016_AC006597.2	90	0.433	RF00016
RF00016_AF332622.1	103	0.417	RF00016
RF00016_AJ310377.1	131	0.458	RF00016
RF00016_AP002485.2	116	0.448	RF00016
RF00016_D88010.1	91	0.429	RF00016
RF00016_U29583.1	112	0.473	RF00016
RF00016_X96815.1	126	0.484	RF00016
RF00016_Y11048.1	123	0.472	RF00016
RF00016_Z35299.1	129	0.496	RF00016
RF00016_Z35301.1	128	0.539	RF00016
RF00016_Z35302.1	124	0.484	RF00016
RF00016_Z35303.1	120	0.458	RF00016
RF00016_Z49896.1	96	0.438	RF00016
RF00016_Z49897.1	92	0.457	RF00016
