ID	Len	GC	Group
RF00550_AB073912.1	147	0.483	RF00550
RF00550_AB074915.3	151	0.464	RF00550
RF00550_AB074918.2	147	0.497	RF00550
RF00550_AB074920.3	147	0.517	RF00550
RF00550_AB075971.1	151	0.470	RF00550
RF00550_AB080576.1	151	0.490	RF00550
RF00550_AB080578.1	147	0.510	RF00550
RF00550_AB089824.1	147	0.497	RF00550
RF00550_AB091394.1	147	0.483	RF00550
RF00550_AB097811.1	151	0.477	RF00550
RF00550_AB099347.1	151	0.490	RF00550
RF00550_AB108537.1	151	0.483	RF00550
RF00550_AB161719.1	151	0.464	RF00550
RF00550_AF001276.1	150	0.520	RF00550
RF00550_AF010418.1	150	0.527	RF00550
RF00550_AF010421.1	150	0.487	RF00550
RF00550_AF010422.1	150	0.520	RF00550
RF00550_AF051351.1	150	0.507	RF00550
RF00550_AF051352.1	150	0.507	RF00550
RF00550_AF051830.1	150	0.513	RF00550
RF00550_AF058684.1	150	0.507	RF00550
RF00550_AF060668.1	147	0.476	RF00550
RF00550_AF060669.1	147	0.469	RF00550
RF00550_AF065061.1	150	0.520	RF00550
RF00550_AF076239.3	150	0.507	RF00550
RF00550_AF185822.1	150	0.507	RF00550
RF00550_AF455784.1	147	0.503	RF00550
RF00550_AF459438.1	150	0.513	RF00550
RF00550_AJ272108.1	151	0.497	RF00550
RF00550_AP003430.1	147	0.490	RF00550
RF00550_AY115488.1	147	0.469	RF00550
RF00550_AY204877.1	150	0.507	RF00550
RF00550_AY245779.1	105	0.505	RF00550
RF00550_AY575859.1	147	0.497	RF00550
RF00550_AY594199.1	151	0.490	RF00550
RF00550_D10330.1	150	0.500	RF00550
RF00550_D11092.1	150	0.540	RF00550
RF00550_D11093.1	150	0.540	RF00550
RF00550_L25547.1	150	0.547	RF00550
RF00550_M73218.1	150	0.507	RF00550
RF00550_M74506.1	150	0.500	RF00550
RF00550_M80581.1	150	0.527	RF00550
RF00550_M94177.1	150	0.547	RF00550
RF00550_U22532.1	90	0.500	RF00550
RF00550_X98292.1	150	0.520	RF00550
RF00550_X99441.1	150	0.520	RF00550
