ID	Len	GC	Group
RF00937_AACC02000014.1	96	0.365	RF00937
RF00937_AAEX02024906.1	98	0.378	RF00937
RF00937_AAFC03096979.1	96	0.396	RF00937
RF00937_AAGU02116871.1	97	0.381	RF00937
RF00937_AAGV021023725.1	98	0.367	RF00937
RF00937_AAGW01691909.1	98	0.357	RF00937
RF00937_AAHX01028271.1	99	0.374	RF00937
RF00937_AAHY01051069.1	98	0.418	RF00937
RF00937_AALT01658113.1	98	0.327	RF00937
RF00937_AANN01380427.1	98	0.378	RF00937
RF00937_AANU01288201.1	96	0.354	RF00937
RF00937_AAQQ01558075.1	98	0.367	RF00937
RF00937_AAQR01063642.1	97	0.381	RF00937
RF00937_AAWR02013812.1	98	0.388	RF00937
RF00937_ABDC01215275.1	97	0.392	RF00937
