ID	Len	GC	Group
RF01966_AABR04004001.1	126	0.500	RF01966
RF01966_AAEX02020035.1	129	0.465	RF01966
RF01966_AAFC03041894.1	129	0.504	RF01966
RF01966_AAGV020089246.1	129	0.481	RF01966
RF01966_AAGW01228213.1	128	0.477	RF01966
RF01966_AAIY01702199.1	129	0.519	RF01966
RF01966_AAKN02013867.1	126	0.516	RF01966
RF01966_AANN01292644.1	129	0.519	RF01966
RF01966_AAPY01590416.1	128	0.531	RF01966
RF01966_AAQQ01564790.1	126	0.563	RF01966
RF01966_AAQR01076987.1	128	0.508	RF01966
RF01966_AAWR02024754.1	129	0.488	RF01966
RF01966_AAYZ01074744.1	128	0.484	RF01966
RF01966_ABRN01423257.1	129	0.457	RF01966
RF01966_ABRO01032941.1	127	0.480	RF01966
RF01966_ABRQ01017954.1	124	0.476	RF01966
RF01966_ABRR01116067.1	129	0.465	RF01966
RF01966_ABVD01062018.1	129	0.465	RF01966
RF01966_AC007351.40	126	0.460	RF01966
RF01966_ACBE01245136.1	127	0.512	RF01966
