ID	Len	GC	Group
RF00134_AACU02000289.1	87	0.448	RF00134
RF00134_AAFW02000099.1	98	0.347	RF00134
RF00134_AC068667.6	88	0.307	RF00134
RF00134_AC068667.6:2	88	0.307	RF00134
RF00134_AC134045.2	84	0.405	RF00134
RF00134_AC140545.26	87	0.333	RF00134
RF00134_AC150706.4	87	0.310	RF00134
RF00134_AJ490442.1	84	0.381	RF00134
RF00134_AJ490445.1	84	0.357	RF00134
RF00134_AJ490447.1	83	0.373	RF00134
RF00134_AJ490449.1	82	0.415	RF00134
RF00134_AJ490452.1	84	0.381	RF00134
RF00134_AP006687.1	84	0.298	RF00134
RF00134_AY220646.1	84	0.381	RF00134
RF00134_AY220647.1	84	0.357	RF00134
RF00134_D25232.1	88	0.352	RF00134
RF00134_U26014.1	76	0.421	RF00134
RF00134_X53575.1	84	0.381	RF00134
RF00134_X62627.1	98	0.347	RF00134
RF00134_X67711.2	85	0.435	RF00134
RF00134_Z70229.1	81	0.407	RF00134
RF00134_Z70693.1	77	0.351	RF00134
RF00134_Z73554.1	88	0.352	RF00134
