ID	Len	GC	Group
RF01696_CP000096.1	66	0.576	RF01696
RF01696_CP000096.1:2	67	0.537	RF01696
RF01696_CP000096.1:3	66	0.576	RF01696
RF01696_CP000607.1	66	0.530	RF01696
RF01696_CP000607.1:2	66	0.530	RF01696
RF01696_CP000607.1:3	68	0.515	RF01696
RF01696_CP001097.1	68	0.529	RF01696
RF01696_CP001097.1:2	68	0.559	RF01696
RF01696_CP001097.1:3	68	0.500	RF01696
RF01696_CP001101.1	67	0.567	RF01696
RF01696_CP001101.1:2	66	0.621	RF01696
RF01696_CP001108.1	68	0.574	RF01696
RF01696_CP001108.1:2	68	0.588	RF01696
RF01696_CP001108.1:3	64	0.484	RF01696
RF01696_CP001108.1:4	70	0.514	RF01696
