ID	Len	GC	Group
RF00443_AADA01255045.1	126	0.373	RF00443
RF00443_AAFC03084615.1	127	0.409	RF00443
RF00443_AAFR03025660.1	130	0.385	RF00443
RF00443_AAGW01562120.1	129	0.403	RF00443
RF00443_AAIY01376848.1	127	0.417	RF00443
RF00443_AAKN02010429.1	127	0.433	RF00443
RF00443_AALT01465822.1	127	0.394	RF00443
RF00443_AANN01406612.1	125	0.392	RF00443
RF00443_AANU01212081.1	126	0.397	RF00443
RF00443_AAPE01066724.1	126	0.405	RF00443
RF00443_AAPN01100359.1	132	0.356	RF00443
RF00443_AAPY01625859.1	127	0.402	RF00443
RF00443_AAQQ01358889.1	131	0.397	RF00443
RF00443_AAQR01355225.1	126	0.381	RF00443
RF00443_AAWR02035292.1	128	0.391	RF00443
RF00443_AAYZ01151931.1	128	0.344	RF00443
RF00443_ABDC01394715.1	126	0.389	RF00443
RF00443_AC092324.3	124	0.387	RF00443
RF00443_AC124828.14	129	0.411	RF00443
RF00443_AJ609439.1	126	0.405	RF00443
RF00443_AL121933.15	134	0.418	RF00443
RF00443_CR352531.1	133	0.414	RF00443
