ID	Len	GC	Group
RF01581_AANS01000752.1	156	0.449	RF01581
RF01581_AANS01001459.1	153	0.484	RF01581
RF01581_AASM01003368.1	159	0.396	RF01581
RF01581_ABGS01008741.1	158	0.392	RF01581
RF01581_ABGT01000824.1	155	0.458	RF01581
RF01581_ABGT01004244.1	155	0.458	RF01581
RF01581_ABGV01004280.1	156	0.462	RF01581
RF01581_ABGV01006609.1	158	0.487	RF01581
RF01581_ABGW01008373.1	155	0.516	RF01581
RF01581_ABGX01005580.1	158	0.392	RF01581
RF01581_ABGY01001380.1	156	0.474	RF01581
RF01581_ABHA01007567.1	152	0.454	RF01581
RF01581_ACBR01000078.1	156	0.442	RF01581
RF01581_ACBR01000130.1	156	0.449	RF01581
RF01581_ACBR01000475.1	156	0.474	RF01581
RF01581_ACBS01000019.1	156	0.455	RF01581
RF01581_AE014188.2	155	0.445	RF01581
RF01581_AL844503.1	155	0.445	RF01581
