ID	Len	GC	Group
RF00284_AACN010363118.1	80	0.562	RF00284
RF00284_AADN02034182.1	78	0.487	RF00284
RF00284_AAFC03120161.1	80	0.525	RF00284
RF00284_AAFR03026464.1	78	0.500	RF00284
RF00284_AAGU02687039.1	78	0.500	RF00284
RF00284_AAGV020273689.1	80	0.525	RF00284
RF00284_AAHX01076292.1	81	0.432	RF00284
RF00284_AAHY01000621.1	80	0.450	RF00284
RF00284_AAIY01534871.1	77	0.532	RF00284
RF00284_AAPE01015826.1	80	0.537	RF00284
RF00284_AAPN01008930.1	81	0.506	RF00284
RF00284_AAPY01728088.1	77	0.519	RF00284
RF00284_AAQQ01622741.1	75	0.520	RF00284
RF00284_AAQR01312740.1	78	0.538	RF00284
RF00284_AAWR02036950.1	80	0.537	RF00284
RF00284_AAWZ01016255.1	80	0.450	RF00284
RF00284_ABDC01278790.1	80	0.512	RF00284
RF00284_AC107390.4	80	0.425	RF00284
RF00284_AF141346.1	80	0.537	RF00284
RF00284_AJ224026.1	80	0.525	RF00284
RF00284_AL591203.15	80	0.537	RF00284
RF00284_CU467861.6	81	0.358	RF00284
