ID	Len	GC	Group
RF01191_AABR04037325.1	79	0.392	RF01191
RF01191_AADN02068912.1	85	0.376	RF01191
RF01191_AAEX02016396.1	83	0.386	RF01191
RF01191_AAFC03131486.1	81	0.383	RF01191
RF01191_AAFR03026988.1	85	0.353	RF01191
RF01191_AAGU02110261.1	80	0.375	RF01191
RF01191_AAGV020483149.1	83	0.386	RF01191
RF01191_AAGW01331160.1	81	0.383	RF01191
RF01191_AAHY01035230.1	78	0.436	RF01191
RF01191_AAIY01116190.1	82	0.402	RF01191
RF01191_AAKN02030392.1	78	0.410	RF01191
RF01191_AALT01140248.1	81	0.444	RF01191
RF01191_AANG01431959.1	83	0.398	RF01191
RF01191_AANN01292285.1	83	0.398	RF01191
RF01191_AANU01165025.1	81	0.395	RF01191
RF01191_AAPE01276440.1	83	0.398	RF01191
RF01191_AAPN01283415.1	83	0.386	RF01191
RF01191_AAPY01565688.1	83	0.361	RF01191
RF01191_AAQQ01544386.1	81	0.358	RF01191
RF01191_AAQR01492160.1	85	0.353	RF01191
RF01191_AAVX01094312.1	82	0.378	RF01191
RF01191_AAWR02016008.1	83	0.410	RF01191
RF01191_AAWZ01028025.1	86	0.453	RF01191
RF01191_AAYZ01708269.1	81	0.395	RF01191
RF01191_ABDC01388884.1	85	0.376	RF01191
RF01191_AM413031.1	82	0.390	RF01191
