ID	Len	GC	Group
RF00111_AALF01000001.1	90	0.422	RF00111
RF00111_AAOJ01000002.1	97	0.474	RF00111
RF00111_AAZX01021393.1	96	0.490	RF00111
RF00111_AL627272.1	100	0.470	RF00111
RF00111_AM286415.1	101	0.465	RF00111
RF00111_AP008232.1	101	0.406	RF00111
RF00111_BX571868.1	100	0.430	RF00111
RF00111_BX936398.1	102	0.441	RF00111
RF00111_BX950851.1	99	0.434	RF00111
RF00111_CP000038.1	93	0.462	RF00111
RF00111_CP000469.1	96	0.531	RF00111
RF00111_CP000507.1	88	0.477	RF00111
RF00111_CP000606.1	100	0.440	RF00111
RF00111_CP000821.1	103	0.466	RF00111
RF00111_CP000826.1	94	0.447	RF00111
RF00111_CP000886.1	100	0.480	RF00111
RF00111_CP000946.1	100	0.490	RF00111
RF00111_CP000961.1	91	0.440	RF00111
