ID	Len	GC	Group
RF00655_AABR04027081.1	86	0.535	RF00655
RF00655_AACN010000068.1	76	0.566	RF00655
RF00655_AACN010336126.1	86	0.535	RF00655
RF00655_AACZ02043370.1	86	0.523	RF00655
RF00655_AACZ02099409.1	77	0.519	RF00655
RF00655_AAFC03007218.1	77	0.532	RF00655
RF00655_AAFR03055707.1	87	0.437	RF00655
RF00655_AAGU02238800.1	93	0.516	RF00655
RF00655_AAGV020456123.1	93	0.581	RF00655
RF00655_AAGW01140904.1	93	0.559	RF00655
RF00655_AAHY01126390.1	86	0.523	RF00655
RF00655_AAIY01415377.1	75	0.600	RF00655
RF00655_AAKN02023220.1	76	0.513	RF00655
RF00655_AANG01070166.1	93	0.548	RF00655
RF00655_AANN01537336.1	93	0.527	RF00655
RF00655_AANU01277817.1	86	0.523	RF00655
RF00655_AAPE01043626.1	93	0.538	RF00655
RF00655_AAPN01136267.1	82	0.500	RF00655
RF00655_AAPY01064819.1	73	0.521	RF00655
RF00655_AAYZ01598458.1	93	0.548	RF00655
RF00655_ABBA01017397.1	93	0.505	RF00655
RF00655_AC161581.3	76	0.553	RF00655
RF00655_AY865990.1	86	0.512	RF00655
RF00655_AY865991.1	86	0.523	RF00655
RF00655_AY865992.1	86	0.512	RF00655
