ID	Len	GC	Group
RF01820_AAWV02000001.1	105	0.448	RF01820
RF01820_ABCF01000041.1	109	0.394	RF01820
RF01820_ABFU01000021.1	110	0.400	RF01820
RF01820_ABLJ01000009.1	114	0.465	RF01820
RF01820_ABQL01000005.1	115	0.426	RF01820
RF01820_ABRX01000001.1	116	0.431	RF01820
RF01820_ACLW01000041.1	121	0.355	RF01820
RF01820_ACNH01000027.1	121	0.372	RF01820
RF01820_AM295250.1	98	0.378	RF01820
RF01820_AP008934.1	98	0.378	RF01820
RF01820_AP009484.1	97	0.361	RF01820
RF01820_CP000002.3	118	0.415	RF01820
RF01820_CP000255.1	98	0.357	RF01820
RF01820_CP000817.1	113	0.407	RF01820
RF01820_CP000922.1	122	0.410	RF01820
