ID	Len	GC	Group
RF00103_AAAB01008964.1	79	0.392	RF00103
RF00103_AADG05005577.1	74	0.500	RF00103
RF00103_AADN02018283.1	76	0.408	RF00103
RF00103_AADN02019229.1	77	0.364	RF00103
RF00103_AADN02043827.1	79	0.481	RF00103
RF00103_AAFR03002451.1	76	0.421	RF00103
RF00103_AAFR03005394.1	77	0.364	RF00103
RF00103_AAFS01000978.1	77	0.351	RF00103
RF00103_AAGD02012398.1	79	0.392	RF00103
RF00103_AAGE02025061.1	77	0.416	RF00103
RF00103_AAGJ02018879.1	80	0.325	RF00103
RF00103_AAGV020639359.1	76	0.461	RF00103
RF00103_AAHX01093471.1	77	0.351	RF00103
RF00103_AAHY01004442.1	76	0.447	RF00103
RF00103_AAJJ01000046.1	74	0.459	RF00103
RF00103_AAKO01002808.1	76	0.368	RF00103
RF00103_AALT01102453.1	76	0.447	RF00103
RF00103_AALT01502699.1	78	0.321	RF00103
RF00103_AANG01241232.1	74	0.378	RF00103
RF00103_AANH01005371.1	78	0.359	RF00103
RF00103_AANH01006842.1	76	0.447	RF00103
RF00103_AANI01016241.1	77	0.338	RF00103
RF00103_AANN01270542.1	76	0.408	RF00103
RF00103_AANU01221577.1	77	0.325	RF00103
RF00103_AANU01232204.1	75	0.413	RF00103
RF00103_AAPE01156759.1	76	0.408	RF00103
RF00103_AAPE01232024.1	76	0.461	RF00103
RF00103_AAPN01089888.1	77	0.325	RF00103
RF00103_AAPN01136163.1	78	0.526	RF00103
RF00103_AAPN01163915.1	77	0.377	RF00103
RF00103_AAPN01261137.1	76	0.447	RF00103
RF00103_AAPT01020974.1	77	0.338	RF00103
RF00103_AAQB01006401.1	78	0.333	RF00103
RF00103_AAVX01053845.1	76	0.329	RF00103
RF00103_AAVX01149879.1	77	0.351	RF00103
RF00103_AAVX01164741.1	76	0.342	RF00103
RF00103_AAWU01006939.1	77	0.429	RF00103
RF00103_AAWZ01009147.1	78	0.295	RF00103
RF00103_AAWZ01012531.1	77	0.351	RF00103
RF00103_AAWZ01040028.1	80	0.412	RF00103
RF00103_AAYZ01364871.1	77	0.455	RF00103
RF00103_AAZO01007144.1	74	0.392	RF00103
RF00103_AAZX01000650.1	74	0.514	RF00103
RF00103_ABEG01001269.1	80	0.400	RF00103
RF00103_AC087074.1	79	0.418	RF00103
RF00103_AC103987.5	77	0.312	RF00103
RF00103_AC140316.3	77	0.351	RF00103
RF00103_AC147912.2	77	0.299	RF00103
RF00103_AL391221.15	77	0.455	RF00103
RF00103_AL449263.6	77	0.403	RF00103
RF00103_AL672157.5	77	0.390	RF00103
RF00103_AL929326.9	78	0.321	RF00103
RF00103_BAAB01105211.1	75	0.453	RF00103
RF00103_BAAF04038301.1	78	0.372	RF00103
RF00103_BAAF04064761.1	77	0.416	RF00103
RF00103_BX276101.6	76	0.395	RF00103
RF00103_CAAB01004184.1	77	0.442	RF00103
RF00103_CAAE01014981.1	78	0.308	RF00103
RF00103_CAAE01015003.1	76	0.395	RF00103
RF00103_CAAE01015266.1	77	0.468	RF00103
RF00103_CAAK05040482.1	76	0.368	RF00103
RF00103_CR589876.7	77	0.390	RF00103
RF00103_DQ066649.1	73	0.301	RF00103
RF00103_DQ066650.1	72	0.333	RF00103
RF00103_DQ066652.1	77	0.351	RF00103
RF00103_DQ520618.1	76	0.461	RF00103
RF00103_U97405.1	79	0.392	RF00103
