ID	Len	GC	Group
RF00722_AACN010082587.1	72	0.458	RF00722
RF00722_AADN02025858.1	72	0.500	RF00722
RF00722_AAFC03123225.1	72	0.486	RF00722
RF00722_AAFR03044825.1	72	0.556	RF00722
RF00722_AAGU02141945.1	71	0.423	RF00722
RF00722_AAHX01064968.1	72	0.444	RF00722
RF00722_AAKN02033337.1	72	0.514	RF00722
RF00722_AANG01161467.1	72	0.472	RF00722
RF00722_AANH01000562.1	72	0.500	RF00722
RF00722_AAPN01323131.1	72	0.542	RF00722
RF00722_AAQR01668505.1	72	0.444	RF00722
RF00722_AAVX01465249.1	73	0.438	RF00722
RF00722_ABBA01015038.1	72	0.417	RF00722
RF00722_BAAE01003505.1	73	0.507	RF00722
RF00722_BX548073.8	72	0.458	RF00722
RF00722_CAAB01000931.1	73	0.534	RF00722
RF00722_CAAE01014557.1	73	0.589	RF00722
