ID	Len	GC	Group
RF00519_AAAP01002228.1	72	0.611	RF00519
RF00519_AAAP01003214.1	80	0.688	RF00519
RF00519_AAAP01003548.1	70	0.700	RF00519
RF00519_AACY020305535.1	72	0.681	RF00519
RF00519_AACY021143776.1	74	0.527	RF00519
RF00519_AACY021371224.1	75	0.747	RF00519
RF00519_AACY023422113.1	73	0.562	RF00519
RF00519_AAFZ01010164.1	77	0.506	RF00519
RF00519_AAFZ01010703.1	74	0.527	RF00519
RF00519_AAGA01007206.1	82	0.537	RF00519
RF00519_AAMW01000002.1	74	0.568	RF00519
RF00519_AAMY01000008.1	77	0.545	RF00519
RF00519_AAQG01000001.1	76	0.487	RF00519
RF00519_AAQG01000002.1	74	0.473	RF00519
RF00519_AAQG01000005.1	75	0.520	RF00519
RF00519_AAQG01000006.1	76	0.461	RF00519
RF00519_AATP01000009.1	77	0.558	RF00519
RF00519_AAUW01000002.1	76	0.579	RF00519
RF00519_AB270530.1	77	0.597	RF00519
RF00519_ABCG01000003.1	79	0.570	RF00519
RF00519_ABEF01034770.1	78	0.526	RF00519
RF00519_AE005673.1	76	0.579	RF00519
RF00519_AE006469.1	76	0.474	RF00519
RF00519_AE007869.2	79	0.557	RF00519
RF00519_AE007870.2	70	0.557	RF00519
RF00519_AE008692.1	72	0.431	RF00519
RF00519_AF079317.1	78	0.551	RF00519
RF00519_AF322012.1	71	0.592	RF00519
RF00519_AF389112.1	77	0.584	RF00519
RF00519_AL591688.1	67	0.657	RF00519
RF00519_AM236080.1	72	0.542	RF00519
RF00519_AM236084.1	79	0.519	RF00519
RF00519_AM236085.1	77	0.494	RF00519
RF00519_AP002086.1	81	0.469	RF00519
RF00519_BA000012.4	79	0.532	RF00519
RF00519_BA000040.2	77	0.532	RF00519
RF00519_BX572595.1	78	0.577	RF00519
RF00519_BX572599.1	84	0.643	RF00519
RF00519_CAAM02005212.1	75	0.613	RF00519
RF00519_CAAM02017584.1	66	0.576	RF00519
RF00519_CP000115.1	76	0.618	RF00519
RF00519_CP000133.1	79	0.506	RF00519
RF00519_CP000134.1	78	0.526	RF00519
RF00519_CP000157.1	80	0.637	RF00519
RF00519_CP000248.1	75	0.573	RF00519
RF00519_CP000250.1	82	0.610	RF00519
RF00519_CP000283.1	81	0.654	RF00519
RF00519_CP000301.1	78	0.603	RF00519
RF00519_CP000319.1	77	0.558	RF00519
RF00519_CP000356.1	74	0.541	RF00519
RF00519_CP000390.1	79	0.481	RF00519
RF00519_CP000463.1	78	0.551	RF00519
RF00519_CP000494.1	83	0.566	RF00519
RF00519_CP000699.1	77	0.584	RF00519
RF00519_CP000738.1	79	0.481	RF00519
RF00519_CP000741.1	78	0.500	RF00519
RF00519_CP000759.1	79	0.557	RF00519
RF00519_CP000761.1	77	0.519	RF00519
RF00519_CP000774.1	74	0.595	RF00519
RF00519_CP000781.1	79	0.633	RF00519
RF00519_CP000908.1	75	0.640	RF00519
RF00519_CP000943.1	76	0.618	RF00519
RF00519_CP001298.1	74	0.595	RF00519
RF00519_CU234118.1	77	0.558	RF00519
RF00519_DQ304716.1	73	0.603	RF00519
RF00519_U80928.5	79	0.506	RF00519
RF00519_Y13942.1	79	0.506	RF00519
