ID	Len	GC	Group
RF00032_AAAB01008948.1	46	0.435	RF00032
RF00032_AAAB01044800.1	46	0.435	RF00032
RF00032_AABL01000137.1	46	0.348	RF00032
RF00032_AABS01000176.1	46	0.370	RF00032
RF00032_AAEE01000003.1	46	0.435	RF00032
RF00032_AAEE01000004.1	46	0.370	RF00032
RF00032_AAEL01000015.1	46	0.435	RF00032
RF00032_AAEL01000068.1	46	0.370	RF00032
RF00032_AAFD02000019.1	46	0.283	RF00032
RF00032_AAFD02000019.1:2	46	0.326	RF00032
RF00032_AAFI02000005.1	45	0.311	RF00032
RF00032_AAGE02005905.1	46	0.478	RF00032
RF00032_AAGE02005905.1:2	46	0.522	RF00032
RF00032_AAGF03001023.1	46	0.239	RF00032
RF00032_AAGJ02048438.1	46	0.457	RF00032
RF00032_AAGK01000004.1	46	0.370	RF00032
RF00032_AAGK01000004.1:2	46	0.348	RF00032
RF00032_AAGK01000004.1:3	46	0.370	RF00032
RF00032_AAHC01037550.1	46	0.348	RF00032
RF00032_AAYL01000018.1	46	0.457	RF00032
RF00032_ABAV01048734.1	46	0.413	RF00032
RF00032_ABAV01054220.1	46	0.435	RF00032
RF00032_ABCN01000686.1	46	0.457	RF00032
RF00032_ABCN01001877.1	45	0.489	RF00032
RF00032_ABEP02004286.1	46	0.543	RF00032
RF00032_ABEP02040002.1	45	0.556	RF00032
RF00032_ABFJ01001423.1	46	0.391	RF00032
RF00032_ABPA01000184.1	45	0.444	RF00032
RF00032_AC084502.1	46	0.435	RF00032
RF00032_AC084589.1	46	0.478	RF00032
RF00032_AC198961.1	45	0.400	RF00032
RF00032_AE014134.5	46	0.413	RF00032
RF00032_AE014134.5:2	46	0.348	RF00032
RF00032_AF361948.1	46	0.435	RF00032
RF00032_AL009179.1	46	0.522	RF00032
RF00032_AL589879.21	46	0.478	RF00032
RF00032_AL662809.14	46	0.500	RF00032
RF00032_AL844505.1	46	0.239	RF00032
RF00032_AY128653.1	46	0.522	RF00032
RF00032_CAAB01008392.1	46	0.391	RF00032
RF00032_CAAB01010143.1	45	0.422	RF00032
RF00032_CAAE01014536.1	46	0.457	RF00032
RF00032_CAAE01014565.1	46	0.457	RF00032
RF00032_CAAI01002844.1	46	0.348	RF00032
RF00032_CR354435.20	46	0.435	RF00032
RF00032_CR354435.20:2	45	0.444	RF00032
RF00032_CR855729.2	45	0.489	RF00032
RF00032_M61155.1	46	0.565	RF00032
RF00032_M74534.1	46	0.565	RF00032
RF00032_V01355.1	46	0.391	RF00032
RF00032_Z81128.2	46	0.500	RF00032
RF00032_Z83245.4	46	0.457	RF00032
