ID	Len	GC	Group
RF00568_AADN02031294.1	118	0.483	RF00568
RF00568_AAEX02032205.1	122	0.639	RF00568
RF00568_AAFC03006239.1	120	0.500	RF00568
RF00568_AAFC03059112.1	122	0.451	RF00568
RF00568_AAFR03034824.1	121	0.372	RF00568
RF00568_AAGU02639283.1	121	0.463	RF00568
RF00568_AAGV020162099.1	118	0.424	RF00568
RF00568_AAGV020380741.1	130	0.362	RF00568
RF00568_AAGV020589914.1	122	0.426	RF00568
RF00568_AAGV020885411.1	121	0.413	RF00568
RF00568_AAGW01157918.1	121	0.421	RF00568
RF00568_AAGW01171827.1	121	0.463	RF00568
RF00568_AAGW01180902.1	121	0.463	RF00568
RF00568_AAGW01183393.1	121	0.471	RF00568
RF00568_AAGW01643600.1	119	0.445	RF00568
RF00568_AAHX01035522.1	120	0.458	RF00568
RF00568_AAHX01044405.1	122	0.475	RF00568
RF00568_AAHX01079130.1	121	0.463	RF00568
RF00568_AAHX01101167.1	121	0.421	RF00568
RF00568_AAHX01111635.1	125	0.440	RF00568
RF00568_AAHX01114487.1	121	0.438	RF00568
RF00568_AAIY01135236.1	123	0.431	RF00568
RF00568_AAIY01305850.1	123	0.537	RF00568
RF00568_AAIY01364204.1	127	0.488	RF00568
RF00568_AAIY01537984.1	124	0.427	RF00568
RF00568_AAIY01681363.1	123	0.480	RF00568
RF00568_AAIY01697128.1	123	0.447	RF00568
RF00568_AAKN02028256.1	120	0.483	RF00568
RF00568_AAKN02048776.1	119	0.429	RF00568
RF00568_AALT01155338.1	122	0.443	RF00568
RF00568_AALT01195919.1	123	0.382	RF00568
RF00568_AALT01366975.1	119	0.420	RF00568
RF00568_AALT01630531.1	123	0.472	RF00568
RF00568_AANG01294629.1	120	0.483	RF00568
RF00568_AANN01231112.1	116	0.362	RF00568
RF00568_AANN01321984.1	121	0.372	RF00568
RF00568_AANN01548915.1	128	0.406	RF00568
RF00568_AANN01560516.1	120	0.400	RF00568
RF00568_AANN01590790.1	122	0.377	RF00568
RF00568_AANN01720545.1	122	0.434	RF00568
RF00568_AANU01167777.1	131	0.458	RF00568
RF00568_AANU01259296.1	119	0.403	RF00568
RF00568_AANU01275726.1	123	0.455	RF00568
RF00568_AANU01285329.1	120	0.408	RF00568
RF00568_AAPE01002830.1	122	0.451	RF00568
RF00568_AAPE01032282.1	119	0.462	RF00568
RF00568_AAPE01066187.1	119	0.403	RF00568
RF00568_AAPN01028125.1	118	0.525	RF00568
RF00568_AAPY01066966.1	121	0.446	RF00568
RF00568_AAPY01080840.1	121	0.471	RF00568
RF00568_AAPY01398231.1	117	0.462	RF00568
RF00568_AAPY01466542.1	121	0.446	RF00568
RF00568_AAQQ01275709.1	122	0.434	RF00568
RF00568_AAQR01330610.1	123	0.374	RF00568
RF00568_AAQR01391034.1	122	0.426	RF00568
RF00568_AAQR01504817.1	123	0.423	RF00568
RF00568_AAQR01675971.1	121	0.430	RF00568
RF00568_AAVX01051330.1	120	0.425	RF00568
RF00568_AAWR02005238.1	122	0.484	RF00568
RF00568_AAWZ01005478.1	118	0.466	RF00568
RF00568_AAYZ01011551.1	121	0.636	RF00568
RF00568_ABDC01035061.1	121	0.372	RF00568
RF00568_ABDC01192626.1	127	0.409	RF00568
RF00568_AC003109.1	122	0.459	RF00568
RF00568_AC092814.2	122	0.434	RF00568
RF00568_AC104066.3	124	0.460	RF00568
RF00568_AC104066.3:2	122	0.459	RF00568
RF00568_AC104794.4	115	0.496	RF00568
RF00568_AC104843.3	122	0.459	RF00568
RF00568_AC115823.18	121	0.446	RF00568
RF00568_AC132607.4	122	0.492	RF00568
RF00568_AC157768.4	122	0.484	RF00568
RF00568_AL050343.17	122	0.459	RF00568
RF00568_AL121924.13	123	0.439	RF00568
RF00568_AL133229.40	122	0.385	RF00568
RF00568_AL136367.10	135	0.452	RF00568
