ID	Len	GC	Group
RF00662_AADB02296530.1	83	0.566	RF00662
RF00662_AAGU02378451.1	89	0.652	RF00662
RF00662_AANG01158591.1	84	0.607	RF00662
RF00662_AANH01000634.1	89	0.528	RF00662
RF00662_AAPE01105627.1	87	0.724	RF00662
RF00662_AAQR01668865.1	83	0.578	RF00662
RF00662_AAVX01086956.1	85	0.482	RF00662
RF00662_AAVX01172706.1	89	0.506	RF00662
RF00662_ABDC01230941.1	84	0.607	RF00662
RF00662_ACBE01418795.1	89	0.697	RF00662
RF00662_BAAF04037894.1	89	0.506	RF00662
RF00662_BAAF04037894.1:2	95	0.484	RF00662
RF00662_BAAF04066384.1	95	0.474	RF00662
RF00662_BX088586.8	89	0.494	RF00662
RF00662_BX663516.23	95	0.474	RF00662
RF00662_BX663516.23:2	87	0.552	RF00662
RF00662_CAAB01000451.1	95	0.474	RF00662
RF00662_CAAB01000451.1:2	90	0.511	RF00662
RF00662_CAAB01001741.1	95	0.495	RF00662
RF00662_CAAE01008555.1	89	0.517	RF00662
