ID	Len	GC	Group
RF00375_AF003887.1	99	0.495	RF00375
RF00375_AF004394.1	99	0.485	RF00375
RF00375_AF042106.1	99	0.525	RF00375
RF00375_AF075719.1	99	0.475	RF00375
RF00375_AF086817.1	99	0.485	RF00375
RF00375_AF096639.1	99	0.505	RF00375
RF00375_AF096644.1	98	0.510	RF00375
RF00375_AF096645.1	99	0.495	RF00375
RF00375_AF096646.1	99	0.495	RF00375
RF00375_AF096648.1	99	0.485	RF00375
RF00375_AF110965.1	99	0.525	RF00375
RF00375_AF110973.1	99	0.505	RF00375
RF00375_AF133821.1	99	0.475	RF00375
RF00375_AF196711.1	99	0.505	RF00375
RF00375_AF196713.1	99	0.505	RF00375
RF00375_AF196717.1	99	0.505	RF00375
RF00375_AF196719.1	99	0.475	RF00375
RF00375_AF196722.1	99	0.485	RF00375
RF00375_AF196724.1	99	0.475	RF00375
RF00375_AF196727.1	99	0.495	RF00375
RF00375_AF196728.1	99	0.495	RF00375
RF00375_AF196731.1	99	0.515	RF00375
RF00375_AF196732.1	99	0.495	RF00375
RF00375_AF196737.1	99	0.485	RF00375
RF00375_AF196741.1	99	0.525	RF00375
RF00375_AF196751.1	99	0.515	RF00375
RF00375_AF196752.1	99	0.505	RF00375
RF00375_AF196767.1	99	0.495	RF00375
RF00375_AF239627.1	99	0.505	RF00375
RF00375_AF239638.1	99	0.505	RF00375
RF00375_AF239640.1	99	0.515	RF00375
RF00375_AF239643.1	99	0.505	RF00375
RF00375_AF239644.1	99	0.495	RF00375
RF00375_AF239648.1	99	0.495	RF00375
RF00375_AF239651.1	99	0.505	RF00375
RF00375_AF239655.1	99	0.485	RF00375
RF00375_AF254676.1	99	0.525	RF00375
RF00375_AF254678.1	99	0.485	RF00375
RF00375_AF254681.1	99	0.505	RF00375
RF00375_AF254698.1	99	0.505	RF00375
RF00375_AF254700.1	99	0.505	RF00375
RF00375_AF254702.1	99	0.515	RF00375
RF00375_AF254707.1	99	0.505	RF00375
RF00375_AF254708.1	99	0.505	RF00375
RF00375_AF254709.1	99	0.535	RF00375
RF00375_AF254710.1	99	0.505	RF00375
RF00375_AF254712.1	99	0.505	RF00375
RF00375_AF254716.1	99	0.495	RF00375
RF00375_AF254718.1	99	0.495	RF00375
RF00375_AF254725.1	99	0.495	RF00375
RF00375_AF254727.1	99	0.515	RF00375
RF00375_AF254734.1	99	0.495	RF00375
RF00375_AF254737.1	99	0.485	RF00375
RF00375_AF256206.1	99	0.505	RF00375
RF00375_AF286236.1	99	0.505	RF00375
RF00375_AF385934.1	99	0.465	RF00375
RF00375_AF405202.1	99	0.525	RF00375
RF00375_AF408626.1	99	0.495	RF00375
RF00375_AF408632.1	99	0.485	RF00375
RF00375_AF465242.1	99	0.505	RF00375
RF00375_AF538302.1	99	0.495	RF00375
RF00375_AF538303.1	99	0.515	RF00375
RF00375_AF538305.1	99	0.495	RF00375
RF00375_AJ271445.1	99	0.485	RF00375
RF00375_AY118157.1	99	0.505	RF00375
RF00375_AY162224.1	99	0.515	RF00375
RF00375_AY167123.1	99	0.505	RF00375
RF00375_AY352275.1	98	0.480	RF00375
RF00375_AY423382.1	99	0.475	RF00375
RF00375_AY463218.1	99	0.495	RF00375
RF00375_AY463220.1	99	0.525	RF00375
RF00375_AY463223.1	99	0.515	RF00375
RF00375_AY463227.1	99	0.495	RF00375
RF00375_AY463236.1	99	0.495	RF00375
RF00375_AY463237.1	99	0.505	RF00375
RF00375_AY517299.1	99	0.505	RF00375
RF00375_DQ373063.1	101	0.495	RF00375
RF00375_K03458.1	99	0.495	RF00375
RF00375_L02317.1	99	0.515	RF00375
RF00375_L28841.1	99	0.475	RF00375
RF00375_L28843.1	99	0.475	RF00375
RF00375_L28845.1	99	0.485	RF00375
RF00375_L28846.1	99	0.505	RF00375
RF00375_L28850.1	99	0.475	RF00375
RF00375_L28851.1	99	0.495	RF00375
RF00375_L28853.1	99	0.485	RF00375
RF00375_L28855.1	99	0.505	RF00375
RF00375_L28858.1	99	0.505	RF00375
RF00375_L28860.1	99	0.515	RF00375
RF00375_L28862.1	99	0.485	RF00375
RF00375_L28866.1	99	0.505	RF00375
RF00375_L28867.1	99	0.495	RF00375
RF00375_L28876.1	99	0.475	RF00375
RF00375_L28880.1	99	0.475	RF00375
RF00375_L28887.1	99	0.505	RF00375
RF00375_L28889.1	99	0.485	RF00375
RF00375_L28905.1	99	0.495	RF00375
RF00375_L28914.1	99	0.495	RF00375
RF00375_L28915.1	99	0.525	RF00375
RF00375_M17449.1	99	0.495	RF00375
RF00375_M26727.1	99	0.495	RF00375
RF00375_M27323.1	99	0.505	RF00375
RF00375_U21135.1	99	0.515	RF00375
RF00375_U24479.1	99	0.505	RF00375
RF00375_U34604.1	99	0.515	RF00375
RF00375_U39362.2	99	0.515	RF00375
RF00375_U43141.1	99	0.495	RF00375
RF00375_U51291.1	99	0.515	RF00375
RF00375_U69589.1	99	0.485	RF00375
RF00375_U73092.1	99	0.505	RF00375
RF00375_U73100.1	99	0.495	RF00375
RF00375_U80508.1	99	0.495	RF00375
RF00375_U80509.1	99	0.505	RF00375
RF00375_U80512.1	99	0.475	RF00375
RF00375_U80513.1	99	0.485	RF00375
RF00375_U80517.1	99	0.505	RF00375
RF00375_U80528.1	99	0.495	RF00375
RF00375_U80529.1	99	0.515	RF00375
RF00375_U80531.1	99	0.505	RF00375
RF00375_U80536.1	99	0.485	RF00375
RF00375_U80538.1	99	0.485	RF00375
RF00375_U81458.1	99	0.495	RF00375
RF00375_U81459.1	99	0.525	RF00375
RF00375_U81463.1	99	0.485	RF00375
RF00375_U81465.1	99	0.475	RF00375
RF00375_U81466.1	99	0.525	RF00375
RF00375_U81467.1	99	0.505	RF00375
RF00375_U81478.1	99	0.495	RF00375
RF00375_U88822.1	99	0.525	RF00375
RF00375_U89858.1	99	0.515	RF00375
