ID	Len	GC	Group
RF01846_AABX02000070.1	262	0.500	RF01846
RF01846_AABY01000172.1	334	0.395	RF01846
RF01846_AABZ01000565.1	334	0.401	RF01846
RF01846_AACD01000007.1	283	0.534	RF01846
RF01846_AACG02000145.1	331	0.399	RF01846
RF01846_AACI02000279.1	333	0.405	RF01846
RF01846_AACM02000135.1	271	0.528	RF01846
RF01846_AACQ01000009.1	324	0.383	RF01846
RF01846_AAFM01000009.1	294	0.418	RF01846
RF01846_AAFO01000024.1	316	0.392	RF01846
RF01846_AAFT01000078.1	294	0.439	RF01846
RF01846_AAFU01000765.1	269	0.524	RF01846
RF01846_AAGI01000148.1	221	0.507	RF01846
RF01846_AAGT01000619.1	295	0.424	RF01846
RF01846_AAHF01000006.1	299	0.508	RF01846
RF01846_AAID01000422.1	269	0.468	RF01846
RF01846_AAIH02000008.1	282	0.496	RF01846
RF01846_AAIL01000802.1	276	0.500	RF01846
RF01846_AAIM02000163.1	279	0.513	RF01846
RF01846_AAJN01000140.1	287	0.537	RF01846
RF01846_AAKD03000017.1	303	0.548	RF01846
RF01846_AAKE03000008.1	301	0.518	RF01846
RF01846_AAPO01000024.1	294	0.384	RF01846
RF01846_AARE01001423.1	264	0.496	RF01846
RF01846_AATM01000124.1	254	0.496	RF01846
RF01846_AATT01000185.1	263	0.441	RF01846
RF01846_AATT01000185.1:2	263	0.445	RF01846
RF01846_AAVQ01000002.1	314	0.424	RF01846
RF01846_AAXH01000787.1	275	0.524	RF01846
RF01846_ABDF01000171.1	275	0.513	RF01846
RF01846_ABDG01000131.1	271	0.498	RF01846
RF01846_ABHY02000006.1	264	0.436	RF01846
RF01846_ABJE01001085.1	269	0.558	RF01846
RF01846_ABPO01000470.1	333	0.408	RF01846
RF01846_ACIW01002196.1	222	0.500	RF01846
RF01846_AE016816.2	305	0.508	RF01846
RF01846_AJ507109.2	285	0.411	RF01846
RF01846_AJ507111.2	307	0.394	RF01846
RF01846_AJ507113.1	287	0.443	RF01846
RF01846_AM270263.1	295	0.488	RF01846
RF01846_AP007157.1	282	0.500	RF01846
RF01846_CABE01000015.1	301	0.412	RF01846
RF01846_CR380956.2	442	0.464	RF01846
RF01846_CR382132.1	261	0.441	RF01846
RF01846_CR382137.2	297	0.380	RF01846
RF01846_CU633898.1	271	0.542	RF01846
RF01846_EU526091.1	259	0.533	RF01846
RF01846_FM992690.1	314	0.389	RF01846
RF01846_M26649.1	333	0.399	RF01846
RF01846_X56982.1	255	0.420	RF01846
RF01846_Y00887.1	334	0.392	RF01846
RF01846_Z78438.1	404	0.421	RF01846
