ID	Len	GC	Group
RF01502_AABY01000154.1	520	0.544	RF01502
RF01502_AABZ01000377.1	525	0.522	RF01502
RF01502_AACA01000041.1	524	0.561	RF01502
RF01502_AACD01000017.1	266	0.549	RF01502
RF01502_AACE03000008.2	435	0.561	RF01502
RF01502_AACG02000002.1	524	0.561	RF01502
RF01502_AACM02000388.1	297	0.593	RF01502
RF01502_AACQ01000054.1	260	0.454	RF01502
RF01502_AADM01000319.1	402	0.520	RF01502
RF01502_AAEC02000044.1	326	0.564	RF01502
RF01502_AAFM01000021.1	254	0.539	RF01502
RF01502_AAFN01000075.1	264	0.428	RF01502
RF01502_AAFT01000084.1	273	0.557	RF01502
RF01502_AAFU01000720.1	280	0.571	RF01502
RF01502_AAGI01000146.1	263	0.544	RF01502
RF01502_AAGT01000618.1	289	0.481	RF01502
RF01502_AAIH02000014.1	281	0.534	RF01502
RF01502_AAIL01000832.1	292	0.616	RF01502
RF01502_AAIM02000151.1	297	0.586	RF01502
RF01502_AAIW01000330.1	299	0.625	RF01502
RF01502_AAKD03000026.1	266	0.534	RF01502
RF01502_AAPO01000065.1	299	0.425	RF01502
RF01502_AARE01000240.1	256	0.516	RF01502
RF01502_AATM01000048.1	257	0.611	RF01502
RF01502_ABBS02000167.1	314	0.631	RF01502
RF01502_ABDB01000012.1	273	0.538	RF01502
RF01502_ABFN01002269.1	326	0.558	RF01502
RF01502_ABHV01000487.1	127	0.646	RF01502
RF01502_ABKH01000392.1	337	0.653	RF01502
RF01502_ABKI01000267.1	127	0.646	RF01502
RF01502_ABPO01001973.1	493	0.550	RF01502
RF01502_AE016819.4	381	0.604	RF01502
RF01502_AJ550801.2	524	0.561	RF01502
RF01502_AJ550802.2	525	0.522	RF01502
RF01502_AJ550803.2	523	0.545	RF01502
RF01502_AJ550804.2	533	0.503	RF01502
RF01502_AJ550805.2	435	0.561	RF01502
RF01502_AJ564197.1	533	0.563	RF01502
RF01502_AL669999.1	282	0.546	RF01502
RF01502_AM921947.1	264	0.549	RF01502
RF01502_AP007169.1	272	0.537	RF01502
RF01502_CP000502.1	98	0.500	RF01502
RF01502_CR380957.2	499	0.585	RF01502
RF01502_CR382126.1	495	0.501	RF01502
RF01502_CR382127.1	268	0.474	RF01502
RF01502_CR382130.1	270	0.478	RF01502
RF01502_CR382138.2	259	0.456	RF01502
RF01502_CU638743.1	286	0.566	RF01502
RF01502_DJ025873.1	522	0.550	RF01502
RF01502_FM992695.1	262	0.439	RF01502
RF01502_M20264.1	256	0.512	RF01502
RF01502_M20836.1	256	0.512	RF01502
RF01502_M20837.1	268	0.474	RF01502
RF01502_M28116.1	519	0.549	RF01502
RF01502_U18916.2	429	0.557	RF01502
RF01502_X15220.1	95	0.495	RF01502
