ID	Len	GC	Group
RF01070_AACY020173447.1	82	0.463	RF01070
RF01070_AACY020300513.1	83	0.566	RF01070
RF01070_AACY020696236.1	82	0.585	RF01070
RF01070_AACY021530903.1	83	0.446	RF01070
RF01070_AACY023317617.1	82	0.598	RF01070
RF01070_AACY023318756.1	83	0.458	RF01070
RF01070_AACY023344455.1	83	0.446	RF01070
RF01070_AACY023427272.1	82	0.476	RF01070
RF01070_AAFX01033646.1	84	0.619	RF01070
RF01070_AAKL01000042.1	82	0.622	RF01070
RF01070_AAUJ02000001.1	83	0.590	RF01070
RF01070_ABBG01000184.1	83	0.578	RF01070
RF01070_ABDZ01000006.1	83	0.602	RF01070
RF01070_AL646052.1	83	0.614	RF01070
RF01070_BX640448.1	82	0.561	RF01070
RF01070_CP000090.1	83	0.578	RF01070
RF01070_CP000151.1	83	0.542	RF01070
RF01070_CP000267.1	93	0.527	RF01070
RF01070_CP000269.1	83	0.554	RF01070
RF01070_CP000270.1	83	0.554	RF01070
RF01070_CP000316.1	92	0.533	RF01070
RF01070_CP000352.1	83	0.578	RF01070
RF01070_CP000458.1	83	0.554	RF01070
RF01070_CP000512.1	83	0.614	RF01070
RF01070_CP000529.1	92	0.500	RF01070
RF01070_CP000539.1	82	0.585	RF01070
RF01070_CP000542.1	82	0.610	RF01070
RF01070_CP000555.1	84	0.595	RF01070
RF01070_CP000572.1	83	0.566	RF01070
RF01070_CP000614.1	83	0.566	RF01070
RF01070_CP000655.1	83	0.434	RF01070
RF01070_CP000884.1	83	0.602	RF01070
RF01070_CP001043.1	83	0.566	RF01070
RF01070_CU207211.1	82	0.561	RF01070
RF01070_X91877.1	83	0.578	RF01070
