ID	Len	GC	Group
RF00185_AB049391.1	103	0.553	RF00185
RF00185_AB049396.1	102	0.549	RF00185
RF00185_AB049398.1	103	0.553	RF00185
RF00185_AB049399.1	103	0.553	RF00185
RF00185_AB049400.1	103	0.563	RF00185
RF00185_AB074760.1	93	0.505	RF00185
RF00185_AB074761.1	93	0.495	RF00185
RF00185_AB185914.2	94	0.585	RF00185
RF00185_AF022438.1	93	0.505	RF00185
RF00185_AF022439.1	93	0.484	RF00185
RF00185_AF022440.1	93	0.484	RF00185
RF00185_AF045551.2	100	0.490	RF00185
RF00185_AF069066.1	103	0.573	RF00185
RF00185_AF069076.1	100	0.490	RF00185
RF00185_AF075723.1	100	0.510	RF00185
RF00185_AF098737.1	100	0.500	RF00185
RF00185_AF119661.1	93	0.495	RF00185
RF00185_AF161266.1	100	0.520	RF00185
RF00185_AF169684.1	93	0.495	RF00185
RF00185_AF204177.1	93	0.516	RF00185
RF00185_AF204178.1	93	0.505	RF00185
RF00185_AF217620.1	100	0.500	RF00185
RF00185_AF226686.1	93	0.495	RF00185
RF00185_AF253420.1	102	0.559	RF00185
RF00185_AF254453.1	92	0.500	RF00185
RF00185_AF289029.1	93	0.516	RF00185
RF00185_AF306514.1	100	0.480	RF00185
RF00185_AF306516.1	100	0.490	RF00185
RF00185_AF310147.1	83	0.506	RF00185
RF00185_AF310149.1	83	0.518	RF00185
RF00185_AF310153.1	83	0.530	RF00185
RF00185_AF310926.1	82	0.585	RF00185
RF00185_AF310929.1	83	0.590	RF00185
RF00185_AF310930.1	82	0.610	RF00185
RF00185_AF310931.1	82	0.573	RF00185
RF00185_AF310933.1	81	0.593	RF00185
RF00185_AF326825.1	93	0.516	RF00185
RF00185_AF350498.1	93	0.505	RF00185
RF00185_AF357219.1	102	0.588	RF00185
RF00185_AF416457.1	100	0.500	RF00185
RF00185_AF486638.1	100	0.480	RF00185
RF00185_AY099346.1	93	0.505	RF00185
RF00185_AY145122.1	91	0.495	RF00185
RF00185_AY184212.1	101	0.495	RF00185
RF00185_AY193805.1	103	0.583	RF00185
RF00185_AY262283.1	86	0.581	RF00185
RF00185_AY274505.1	94	0.574	RF00185
RF00185_AY303794.1	92	0.489	RF00185
RF00185_AY303795.1	92	0.489	RF00185
RF00185_AY303796.1	92	0.489	RF00185
RF00185_AY326413.1	99	0.485	RF00185
RF00185_AY326414.1	99	0.444	RF00185
RF00185_AY326415.1	100	0.460	RF00185
RF00185_AY585243.1	100	0.500	RF00185
RF00185_AY640589.1	99	0.475	RF00185
RF00185_AY679147.1	89	0.528	RF00185
RF00185_AY688948.1	94	0.564	RF00185
RF00185_EF571854.1	74	0.581	RF00185
RF00185_EU670438.1	82	0.585	RF00185
RF00185_FJ850060.1	67	0.522	RF00185
RF00185_L06436.1	102	0.578	RF00185
RF00185_L40361.3	103	0.563	RF00185
RF00185_L48961.1	100	0.490	RF00185
RF00185_M12294.2	94	0.574	RF00185
RF00185_M14933.1	99	0.485	RF00185
RF00185_M19197.1	93	0.505	RF00185
RF00185_M76660.1	102	0.569	RF00185
RF00185_M84727.1	93	0.452	RF00185
RF00185_M84728.1	93	0.441	RF00185
RF00185_U14163.1	100	0.490	RF00185
RF00185_U17066.1	99	0.475	RF00185
RF00185_U21056.1	99	0.465	RF00185
RF00185_U27494.1	102	0.578	RF00185
RF00185_U27495.1	102	0.578	RF00185
RF00185_U27496.1	103	0.553	RF00185
RF00185_U47032.1	100	0.480	RF00185
RF00185_U52393.1	99	0.485	RF00185
RF00185_U52399.1	99	0.475	RF00185
RF00185_U52417.1	99	0.475	RF00185
RF00185_U52423.1	99	0.495	RF00185
RF00185_U54798.1	99	0.475	RF00185
RF00185_U87412.1	67	0.522	RF00185
RF00185_U88537.1	93	0.484	RF00185
RF00185_Y07863.1	102	0.569	RF00185
