ID	Len	GC	Group
RF00059_AACY022101973.1	99	0.455	RF00059
RF00059_AAEK01000033.1	106	0.443	RF00059
RF00059_AALV01000001.1	100	0.610	RF00059
RF00059_AALZ01000004.1	101	0.624	RF00059
RF00059_AAMD01000032.1	109	0.688	RF00059
RF00059_AARF01000324.1	103	0.485	RF00059
RF00059_AAWV02000002.1	112	0.491	RF00059
RF00059_AB033416.1	144	0.479	RF00059
RF00059_AB042239.3	148	0.426	RF00059
RF00059_AB087258.1	91	0.451	RF00059
RF00059_AB111809.1	171	0.497	RF00059
RF00059_AB118748.1	104	0.471	RF00059
RF00059_ABCF01000004.1	109	0.422	RF00059
RF00059_AC005496.3	128	0.531	RF00059
RF00059_AC084406.7	135	0.481	RF00059
RF00059_AD000014.1	112	0.661	RF00059
RF00059_AE004439.1	93	0.452	RF00059
RF00059_AE004439.1:2	104	0.413	RF00059
RF00059_AE007317.1	99	0.434	RF00059
RF00059_AE007869.2	112	0.562	RF00059
RF00059_AE007870.2	103	0.621	RF00059
RF00059_AE008691.1	104	0.567	RF00059
RF00059_AE008691.1:2	103	0.534	RF00059
RF00059_AE008691.1:3	103	0.534	RF00059
RF00059_AE008691.1:4	103	0.524	RF00059
RF00059_AE014074.1	97	0.423	RF00059
RF00059_AE014291.4	171	0.544	RF00059
RF00059_AE015929.1	110	0.436	RF00059
RF00059_AE017180.1	102	0.559	RF00059
RF00059_AE017221.1	110	0.636	RF00059
RF00059_AF004408.1	132	0.606	RF00059
RF00059_AF070520.1	103	0.631	RF00059
RF00059_AF104225.1	111	0.486	RF00059
RF00059_AF109218.1	98	0.398	RF00059
RF00059_AF159589.1	92	0.533	RF00059
RF00059_AF217503.1	94	0.457	RF00059
RF00059_AF264021.1	135	0.481	RF00059
RF00059_AF264948.1	120	0.533	RF00059
RF00059_AF269570.1	102	0.402	RF00059
RF00059_AF269819.1	99	0.364	RF00059
RF00059_AJ002571.1	113	0.522	RF00059
RF00059_AK068703.1	135	0.481	RF00059
RF00059_AK119882.1	98	0.541	RF00059
RF00059_AK120238.1	110	0.473	RF00059
RF00059_AL009126.3	109	0.450	RF00059
RF00059_AL009126.3:2	102	0.529	RF00059
RF00059_AL009126.3:3	102	0.490	RF00059
RF00059_AL445064.1	107	0.542	RF00059
RF00059_AL445066.1	108	0.574	RF00059
RF00059_AL583918.1	112	0.562	RF00059
RF00059_AL583918.1:2	139	0.612	RF00059
RF00059_AL591688.1	114	0.649	RF00059
RF00059_AL596164.1	106	0.453	RF00059
RF00059_AL596168.1	111	0.486	RF00059
RF00059_AL627265.1	100	0.590	RF00059
RF00059_AL627279.1	226	0.500	RF00059
RF00059_AL672115.1	117	0.615	RF00059
RF00059_AL766847.1	90	0.411	RF00059
RF00059_AL766847.1:2	99	0.434	RF00059
RF00059_AL935252.1	106	0.443	RF00059
RF00059_AL935252.1:2	94	0.500	RF00059
RF00059_AL939111.1	112	0.723	RF00059
RF00059_AL939118.1	190	0.626	RF00059
RF00059_AL939124.1	106	0.651	RF00059
RF00059_AM039952.1	98	0.612	RF00059
RF00059_AP006627.1	100	0.510	RF00059
RF00059_AP006716.1	103	0.369	RF00059
RF00059_AP008934.1	99	0.394	RF00059
RF00059_AY007661.1	196	0.515	RF00059
RF00059_AY102616.1	111	0.631	RF00059
RF00059_AY123045.1	120	0.533	RF00059
RF00059_AY316746.1	103	0.699	RF00059
RF00059_BA000043.1	108	0.528	RF00059
RF00059_BX248354.1	111	0.622	RF00059
RF00059_BX248356.1	132	0.515	RF00059
RF00059_BX248356.1:2	113	0.540	RF00059
RF00059_BX548174.1	99	0.374	RF00059
RF00059_BX548175.1	104	0.558	RF00059
RF00059_BX569689.1	109	0.606	RF00059
RF00059_BX571860.1	126	0.508	RF00059
RF00059_BX571861.1	105	0.524	RF00059
RF00059_BX572604.1	139	0.669	RF00059
RF00059_BX640423.1	112	0.598	RF00059
RF00059_BX842573.1	111	0.667	RF00059
RF00059_BX842573.1:2	111	0.676	RF00059
RF00059_BX842649.1	97	0.464	RF00059
RF00059_BX927152.1	108	0.537	RF00059
RF00059_CP000002.3	109	0.450	RF00059
RF00059_CP000050.1	99	0.596	RF00059
RF00059_CP000058.1	105	0.552	RF00059
RF00059_CP000076.1	105	0.543	RF00059
RF00059_CP000114.1	90	0.422	RF00059
RF00059_CP000141.1	108	0.583	RF00059
RF00059_CP000425.1	100	0.430	RF00059
RF00059_CP000489.1	104	0.644	RF00059
RF00059_CP000510.1	100	0.460	RF00059
RF00059_CP000557.1	108	0.519	RF00059
RF00059_CP000568.1	106	0.481	RF00059
RF00059_CP000716.1	111	0.568	RF00059
RF00059_CP000764.1	106	0.434	RF00059
RF00059_CP000771.1	112	0.554	RF00059
RF00059_CP000830.1	104	0.615	RF00059
RF00059_CP000918.1	80	0.475	RF00059
RF00059_CP000919.1	89	0.393	RF00059
RF00059_CP000936.1	89	0.404	RF00059
RF00059_CP001488.1	107	0.533	RF00059
RF00059_CT573326.1	107	0.514	RF00059
RF00059_M16495.1	114	0.579	RF00059
RF00059_M33642.1	97	0.485	RF00059
RF00059_M73546.1	109	0.450	RF00059
RF00059_S54369.1	169	0.621	RF00059
RF00059_U64312.1	104	0.471	RF00059
RF00059_U81371.1	96	0.354	RF00059
RF00059_X54035.1	102	0.490	RF00059
RF00059_Z82044.1	108	0.509	RF00059
