ID	Len	GC	Group
RF00444_AE016853.1	147	0.429	RF00444
RF00444_AF055999.1	152	0.480	RF00444
RF00444_CP000058.1	147	0.442	RF00444
RF00444_CP000058.1:2	147	0.456	RF00444
RF00444_CP000075.1	147	0.463	RF00444
RF00444_CP000076.1	149	0.456	RF00444
RF00444_CP000076.1:2	149	0.436	RF00444
RF00444_CP000094.1	148	0.446	RF00444
RF00444_CP000094.1:2	149	0.423	RF00444
RF00444_CP000304.1	145	0.483	RF00444
RF00444_CP000438.1	149	0.477	RF00444
RF00444_CP000680.1	150	0.433	RF00444
RF00444_CP000712.1	147	0.442	RF00444
RF00444_CP000712.1:2	149	0.456	RF00444
RF00444_CP000949.1	145	0.448	RF00444
RF00444_CT573326.1	150	0.473	RF00444
RF00444_CT573326.1:2	151	0.483	RF00444
