ID	Len	GC	Group
RF01967_AAFC03093132.1	202	0.426	RF01967
RF01967_AAGU02158134.1	203	0.443	RF01967
RF01967_AAGV020089253.1	204	0.436	RF01967
RF01967_AAGW01617569.1	203	0.468	RF01967
RF01967_AAHX01048282.1	203	0.443	RF01967
RF01967_AALT01535338.1	203	0.394	RF01967
RF01967_AAPE01062823.1	203	0.448	RF01967
RF01967_AAPY01590406.1	203	0.438	RF01967
RF01967_AAQQ01081930.1	211	0.417	RF01967
RF01967_AAQR01076980.1	203	0.478	RF01967
RF01967_AAWR02024754.1	203	0.433	RF01967
RF01967_ABDC01155944.1	204	0.456	RF01967
RF01967_ABQF01015693.1	198	0.455	RF01967
RF01967_ABRN01423263.1	203	0.419	RF01967
RF01967_ABRP01000335.1	203	0.404	RF01967
RF01967_ABRQ01017964.1	203	0.438	RF01967
RF01967_ABRT010087602.1	201	0.448	RF01967
RF01967_AF429305.1	203	0.448	RF01967
RF01967_CAAA01062036.1	203	0.448	RF01967
