ID	Len	GC	Group
RF00222_AAEX02016392.1	367	0.755	RF00222
RF00222_AAFC03121736.1	373	0.745	RF00222
RF00222_AAGW01239188.1	347	0.715	RF00222
RF00222_AAHY01035212.1	378	0.698	RF00222
RF00222_AAIY01208106.1	370	0.722	RF00222
RF00222_AAKN02030389.1	374	0.679	RF00222
RF00222_AANU01165073.1	370	0.738	RF00222
RF00222_AAPE01276379.1	370	0.730	RF00222
RF00222_AAPY01565654.1	363	0.738	RF00222
RF00222_AF022224.1	370	0.735	RF00222
RF00222_BC001936.1	370	0.735	RF00222
RF00222_BC159418.1	370	0.684	RF00222
RF00222_U46917.1	370	0.722	RF00222
RF00222_Z35491.1	370	0.735	RF00222
